generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen
46,950,1,10,290,100,73
46,1000,2,9,290,100,73
47,0,100,50,300,100,73
47,50,95,51,286,100,51
47,100,89,57,284,100,57
47,150,87,62,285,100,62
47,200,73,65,285,100,67
47,250,68,60,290,100,67
47,300,68,64,290,100,67
47,350,62,64,290,100,67
47,400,50,61,290,100,67
47,450,52,56,290,100,67
47,500,47,52,289,100,67
47,550,42,55,290,100,67
47,600,31,53,290,100,67
47,650,27,49,290,100,67
47,700,21,48,290,100,67
47,750,14,43,290,100,67
47,800,11,36,290,100,67
47,850,6,35,290,100,67
47,900,4,27,290,100,67
47,950,5,20,290,100,67
47,1000,6,12,290,100,67
48,0,100,50,300,100,67
48,50,83,54,288,100,54
48,100,79,64,289,100,64
48,150,69,71,290,100,71
48,200,52,79,289,100,80
48,250,37,70,290,100,80
48,300,34,69,290,100,80
48,350,22,68,290,100,80
48,400,13,65,289,100,80
48,450,13,50,289,100,80
48,500,8,46,290,100,80
48,550,8,39,290,100,80
48,600,6,33,290,100,80
48,650,7,24,290,100,80
48,700,4,19,290,100,80
48,750,4,13,290,100,80
48,800,3,8,290,100,80
48,850,3,6,290,100,80
48,900,4,3,290,100,80
48,950,3,3,290,100,80
48,1000,4,2,290,100,80
49,0,100,50,300,100,80
49,50,84,54,285,100,54
49,100,80,61,287,100,61
49,150,70,67,288,100,67
49,200,65,69,289,100,72
49,250,59,61,288,100,72
49,300,51,60,289,100,72
49,350,42,57,290,100,72
49,400,36,49,290,100,72
49,450,34,41,290,100,72
49,500,30,36,290,100,72
49,550,32,33,290,100,72
49,600,29,28,290,100,72
49,650,24,24,290,100,72
49,700,21,20,290,100,72
49,750,20,16,290,100,72
49,800,17,15,290,100,72
49,850,15,10,290,100,72
49,900,15,7,290,100,72
49,950,16,6,290,100,72
49,1000,15,6,290,100,72
50,0,100,50,300,100,72
50,50,82,56,284,100,56
50,100,82,63,282,100,63
50,150,74,69,288,100,69
50,200,62,74,289,100,74
50,250,53,69,289,100,75
50,300,39,73,290,100,75
50,350,32,72,290,100,75
50,400,24,70,290,100,75
50,450,21,58,290,100,75
50,500,18,50,290,100,75
50,550,18,41,290,100,75
50,600,17,33,290,100,75
50,650,17,24,290,100,75
50,700,15,19,290,100,75
50,750,9,18,290,100,75
50,800,8,11,290,100,75
50,850,9,11,290,100,75
50,900,7,12,290,100,75
50,950,7,7,290,100,75
50,1000,7,4,290,100,75
51,0,100,50,300,100,75
51,50,93,51,281,100,51
51,100,102,55,270,102,55
51,150,93,66,261,102,66
51,200,83,71,263,102,72
51,250,64,75,277,102,75
51,300,56,77,285,102,77
51,350,41,77,290,102,80
51,400,32,71,289,102,80
51,450,27,60,290,102,80
51,500,24,53,290,102,80
51,550,21,45,290,102,80
51,600,21,35,290,102,80
51,650,19,30,290,102,80
51,700,16,26,290,102,80
51,750,15,22,290,102,80
51,800,15,17,290,102,80
51,850,14,13,290,102,80
51,900,12,10,290,102,80
51,950,11,9,290,102,80
51,1000,10,7,290,102,80
52,0,100,50,300,102,80
52,50,91,53,283,100,53
52,100,96,58,278,100,58
52,150,77,66,285,100,66
52,200,69,72,290,100,72
52,250,70,64,289,100,74
52,300,60,62,290,100,74
52,350,49,64,290,100,74
52,400,43,63,290,100,74
52,450,38,53,290,100,74
52,500,28,57,290,100,74
52,550,25,47,290,100,74
52,600,23,43,290,100,74
52,650,23,37,290,100,74
52,700,22,33,290,100,74
52,750,16,25,290,100,74
52,800,14,16,290,100,74
52,850,12,12,290,100,74
52,900,10,9,290,100,74
52,950,10,7,290,100,74
52,1000,9,6,290,100,74
53,0,100,50,300,100,74
53,50,97,50,277,100,50
53,100,96,61,274,107,61
53,150,96,63,270,107,63
53,200,81,70,278,107,70
53,250,69,59,288,107,72
53,300,61,61,290,107,72
53,350,47,60,289,107,72
53,400,45,51,290,107,72
53,450,33,46,290,107,72
53,500,22,48,290,107,72
53,550,16,45,290,107,72
53,600,22,39,290,107,72
53,650,18,35,290,107,72
53,700,14,29,290,107,72
53,750,13,22,290,107,72
53,800,12,21,290,107,72
53,850,14,18,290,107,72
53,900,16,14,290,107,72
53,950,17,9,290,107,72
53,1000,16,6,290,107,72
54,0,100,50,300,107,72
54,50,99,50,267,101,50
54,100,101,58,255,104,58
54,150,86,68,246,104,68
54,200,81,76,241,104,76
54,250,68,73,248,104,77
54,300,61,76,254,104,77
54,350,46,78,281,104,79
54,400,29,80,290,104,81
54,450,25,71,290,104,81
54,500,24,66,290,104,81
54,550,22,54,290,104,81
54,600,22,43,290,104,81
54,650,22,30,290,104,81
54,700,24,26,290,104,81
54,750,29,20,290,104,81
54,800,33,13,290,104,81
54,850,34,10,290,104,81
54,900,36,9,290,104,81
54,950,41,7,290,104,81
54,1000,41,3,290,104,81
55,0,100,50,300,104,81
55,50,90,54,273,100,54
55,100,101,59,260,104,59
55,150,94,66,259,104,66
55,200,91,69,259,104,70
55,250,76,65,262,104,70
55,300,72,67,276,104,70
55,350,69,69,282,104,70
55,400,62,67,290,104,70
55,450,55,59,290,104,70
55,500,45,54,290,104,70
55,550,46,53,290,104,70
55,600,46,47,289,104,70
55,650,41,45,290,104,70
55,700,37,39,290,104,70
55,750,36,35,290,104,70
55,800,41,28,290,104,70
55,850,44,26,290,104,70
55,900,38,24,290,104,70
55,950,36,20,290,104,70
55,1000,43,17,290,104,70
56,0,100,50,300,104,70
56,50,95,51,270,100,51
56,100,97,61,267,105,61
56,150,101,67,258,105,67
56,200,96,68,248,105,69
56,250,81,71,238,105,71
56,300,67,79,243,105,79
56,350,59,75,255,105,79
56,400,58,69,269,105,79
56,450,54,66,282,105,79
56,500,43,66,290,105,79
56,550,34,60,290,105,79
56,600,28,56,290,105,79
56,650,35,54,290,105,79
56,700,29,47,290,105,79
56,750,34,38,290,105,79
56,800,36,33,290,105,79
56,850,38,25,290,105,79
56,900,36,24,290,105,79
56,950,44,16,290,105,79
56,1000,47,15,290,105,79
57,0,100,50,300,105,79
57,50,100,53,271,100,53
57,100,103,60,257,108,60
57,150,106,66,254,108,66
57,200,93,72,264,108,72
57,250,79,65,269,108,73
57,300,70,69,272,108,73
57,350,71,68,276,108,73
57,400,68,63,281,108,73
57,450,64,58,290,108,73
57,500,55,58,290,108,73
57,550,39,58,290,108,73
57,600,35,58,290,108,73
57,650,30,54,290,108,73
57,700,31,49,290,108,73
57,750,31,45,290,108,73
57,800,27,38,290,108,73
57,850,26,28,290,108,73
57,900,27,19,290,108,73
57,950,35,15,290,108,73
57,1000,38,13,290,108,73
58,0,100,50,300,108,73
58,50,101,52,269,101,52
58,100,110,56,249,112,56
58,150,109,61,244,112,61
58,200,111,64,247,112,64
58,250,94,58,240,112,65
58,300,87,62,248,112,65
58,350,81,62,254,112,65
58,400,73,58,261,112,65
58,450,63,57,269,112,65
58,500,60,59,277,112,65
58,550,52,56,290,112,65
58,600,36,58,290,112,65
58,650,26,54,290,112,65
58,700,26,51,290,112,65
58,750,17,51,290,112,65
58,800,16,46,290,112,65
58,850,12,39,290,112,65
58,900,10,33,290,112,65
58,950,11,29,290,112,65
58,1000,10,24,290,112,65
59,0,100,50,300,112,65
59,50,96,51,280,100,51
59,100,97,56,268,103,56
59,150,89,62,261,103,62
59,200,78,71,263,103,71
59,250,66,76,272,103,76
59,300,55,84,289,103,84
59,350,41,89,290,103,89
59,400,34,82,290,103,89
59,450,28,70,290,103,89
59,500,23,66,290,103,89
59,550,21,58,290,103,89
59,600,16,48,290,103,89
59,650,16,35,290,103,89
59,700,14,33,290,103,89
59,750,15,23,290,103,89
59,800,20,18,289,103,89
59,850,24,16,290,103,89
59,900,25,13,290,103,89
59,950,28,9,290,103,89
59,1000,32,9,290,103,89
60,0,100,50,300,103,89
60,50,94,53,272,100,53
60,100,106,59,265,109,59
60,150,100,66,253,109,66
60,200,95,67,249,109,71
60,250,96,59,248,109,71
60,300,83,68,245,109,71
60,350,64,73,264,109,74
60,400,61,69,273,109,75
60,450,52,71,287,109,75
60,500,43,70,290,109,75
60,550,39,65,290,109,75
60,600,37,60,290,109,75
60,650,39,55,290,109,75
60,700,35,49,290,109,75
60,750,31,40,290,109,75
60,800,29,35,290,109,75
60,850,31,28,290,109,75
60,900,28,26,290,109,75
60,950,29,22,290,109,75
60,1000,32,21,290,109,75
61,0,100,50,300,109,75
61,50,92,51,282,100,51
61,100,90,62,272,100,62
61,150,74,68,277,100,68
61,200,70,74,278,100,75
61,250,59,66,289,100,75
61,300,51,71,289,100,75
61,350,41,71,289,100,75
61,400,29,67,290,100,75
61,450,25,57,290,100,75
61,500,16,51,290,100,75
61,550,12,44,290,100,75
61,600,12,38,290,100,75
61,650,11,29,290,100,75
61,700,10,26,290,100,75
61,750,10,20,290,100,75
61,800,9,10,290,100,75
61,850,10,7,290,100,75
61,900,11,5,290,100,75
61,950,13,5,290,100,75
61,1000,14,4,290,100,75
62,0,100,50,300,100,75
62,50,93,51,285,100,51
62,100,100,56,269,101,56
62,150,96,61,264,101,61
62,200,98,65,250,101,65
62,250,92,58,244,101,65
62,300,91,61,248,101,65
62,350,89,61,254,101,65
62,400,81,60,261,101,65
62,450,75,63,266,101,65
62,500,57,63,278,101,65
62,550,56,63,285,101,65
62,600,46,61,288,101,65
62,650,45,52,289,101,65
62,700,37,51,290,101,65
62,750,31,51,290,101,65
62,800,30,48,290,101,65
62,850,25,47,290,101,65
62,900,23,42,290,101,65
62,950,17,35,290,101,65
62,1000,17,29,290,101,65
63,0,100,50,300,101,65
63,50,95,53,276,100,53
63,100,89,59,269,101,59
63,150,89,62,263,101,62
63,200,82,67,269,101,67
63,250,68,63,285,101,70
63,300,57,69,290,101,70
63,350,35,72,289,101,73
63,400,27,71,290,101,73
63,450,26,64,290,101,73
63,500,23,56,290,101,73
63,550,20,48,290,101,73
63,600,14,39,290,101,73
63,650,12,26,290,101,73
63,700,12,25,290,101,73
63,750,11,19,290,101,73
63,800,7,12,290,101,73
63,850,7,11,290,101,73
63,900,4,10,290,101,73
63,950,3,10,290,101,73
63,1000,3,8,290,101,73
64,0,100,50,300,101,73
64,50,92,52,290,100,52
64,100,102,56,288,106,56
64,150,93,63,284,106,63
64,200,80,71,289,106,72
64,250,71,60,290,106,72
64,300,59,67,290,106,72
64,350,46,68,290,106,72
64,400,37,63,290,106,72
64,450,35,51,290,106,72
64,500,36,45,290,106,72
64,550,35,36,290,106,72
64,600,35,29,290,106,72
64,650,31,26,290,106,72
64,700,26,23,290,106,72
64,750,30,19,290,106,72
64,800,30,12,290,106,72
64,850,33,13,290,106,72
64,900,27,14,290,106,72
64,950,31,11,290,106,72
64,1000,31,8,290,106,72
65,0,100,50,300,106,72
65,50,93,51,287,100,51
65,100,96,57,270,102,57
65,150,95,66,270,102,66
65,200,85,68,274,102,69
65,250,79,66,279,102,69
65,300,67,72,290,102,72
65,350,56,70,290,102,75
65,400,51,63,290,102,75
65,450,46,59,290,102,75
65,500,46,46,290,102,75
65,550,50,38,290,102,75
65,600,50,37,290,102,75
65,650,54,32,290,102,75
65,700,52,27,290,102,75
65,750,53,21,290,102,75
65,800,52,21,290,102,75
65,850,51,22,290,102,75
65,900,47,23,290,102,75
65,950,51,21,290,102,75
65,1000,52,19,290,102,75
66,0,100,50,300,102,75
66,50,104,52,262,104,52
66,100,113,60,241,115,60
66,150,115,63,226,120,63
66,200,108,66,217,120,66
66,250,101,62,219,120,67
66,300,94,64,220,120,67
66,350,76,71,236,120,71
66,400,57,70,252,120,74
66,450,48,66,269,120,74
66,500,48,64,289,120,74
66,550,43,62,288,120,74
66,600,42,54,290,120,74
66,650,39,41,290,120,74
66,700,32,42,290,120,74
66,750,27,41,290,120,74
66,800,27,32,290,120,74
66,850,28,24,290,120,74
66,900,30,19,290,120,74
66,950,28,16,290,120,74
66,1000,25,15,289,120,74
67,0,100,50,300,120,74
67,50,87,54,287,100,54
67,100,85,59,286,100,59
67,150,71,64,288,100,64
67,200,67,63,290,100,66
67,250,66,49,290,100,66
67,300,61,52,290,100,66
67,350,53,50,290,100,66
67,400,62,43,288,100,66
67,450,63,41,287,100,66
67,500,59,41,290,100,66
67,550,59,34,290,100,66
67,600,59,29,290,100,66
67,650,70,24,288,100,66
67,700,70,24,290,100,66
67,750,74,23,290,100,66
67,800,82,19,289,100,66
67,850,86,18,287,100,66
67,900,85,18,289,100,66
67,950,87,14,288,100,66
67,1000,94,11,290,100,66
68,0,100,50,300,100,66
68,50,99,51,263,100,51
68,100,115,52,249,115,52
68,150,107,61,237,116,61
68,200,109,61,224,116,63
68,250,95,60,214,116,63
68,300,76,64,215,116,65
68,350,69,71,228,116,71
68,400,58,74,239,116,75
68,450,49,71,258,116,75
68,500,56,70,273,116,75
68,550,54,64,282,116,75
68,600,52,57,290,116,75
68,650,47,49,290,116,75
68,700,43,48,290,116,75
68,750,42,43,289,116,75
68,800,46,38,288,116,75
68,850,42,34,290,116,75
68,900,48,32,290,116,75
68,950,44,32,290,116,75
68,1000,45,28,290,116,75
69,0,100,50,300,116,75
69,50,102,51,277,105,51
69,100,111,54,246,115,54
69,150,119,59,216,119,59
69,200,103,70,222,119,71
69,250,90,68,222,119,72
69,300,78,79,232,119,79
69,350,69,81,246,119,82
69,400,67,78,254,119,82
69,450,65,68,273,119,82
69,500,50,70,289,119,82
69,550,40,59,290,119,82
69,600,34,52,290,119,82
69,650,23,53,290,119,82
69,700,17,48,290,119,82
69,750,15,45,290,119,82
69,800,16,37,290,119,82
69,850,13,26,290,119,82
69,900,15,21,290,119,82
69,950,15,18,290,119,82
69,1000,15,10,290,119,82
70,0,100,50,300,119,82
70,50,87,54,273,100,54
70,100,76,64,283,100,64
70,150,64,72,290,100,72
70,200,42,76,290,100,77
70,250,31,72,290,100,77
70,300,25,74,290,100,77
70,350,16,68,290,100,77
70,400,8,64,290,100,77
70,450,7,50,290,100,77
70,500,7,45,290,100,77
70,550,3,37,290,100,77
70,600,4,25,290,100,77
70,650,5,15,290,100,77
70,700,4,11,290,100,77
70,750,4,9,290,100,77
70,800,4,4,290,100,77
70,850,4,3,290,100,77
70,900,4,1,290,100,77
70,950,4,1,290,100,77
70,1000,4,1,290,100,77
71,0,100,50,300,100,77
71,50,86,55,273,100,55
71,100,91,63,263,100,63
71,150,71,75,267,100,75
71,200,62,82,289,100,83
71,250,55,73,290,100,83
71,300,37,76,290,100,83
71,350,25,69,290,100,83
71,400,13,65,290,100,83
71,450,10,59,290,100,83
71,500,7,53,290,100,83
71,550,7,44,290,100,83
71,600,8,33,290,100,83
71,650,9,18,290,100,83
71,700,6,12,290,100,83
71,750,6,7,290,100,83
71,800,4,4,290,100,83
71,850,3,4,290,100,83
71,900,2,4,290,100,83
71,950,3,2,290,100,83
71,1000,2,0,290,100,83
72,0,100,50,300,100,83
72,50,98,52,281,100,52
72,100,87,59,287,100,59
72,150,68,64,290,100,64
72,200,61,70,287,100,70
72,250,45,62,290,100,70
72,300,38,63,290,100,70
72,350,22,66,289,100,70
72,400,10,62,290,100,70
72,450,9,48,290,100,70
72,500,8,47,290,100,70
72,550,6,38,290,100,70
72,600,7,29,289,100,70
72,650,6,17,290,100,70
72,700,6,16,290,100,70
72,750,7,13,290,100,70
72,800,8,7,290,100,70
72,850,9,6,290,100,70
72,900,8,4,290,100,70
72,950,9,3,290,100,70
72,1000,12,3,290,100,70
73,0,100,50,300,100,70
73,50,86,54,281,100,54
73,100,83,61,288,100,61
73,150,69,68,289,100,68
73,200,58,69,290,100,70
73,250,57,57,290,100,70
73,300,59,54,290,100,70
73,350,59,51,289,100,70
73,400,55,45,290,100,70
73,450,51,35,290,100,70
73,500,55,29,290,100,70
73,550,56,24,290,100,70
73,600,53,24,290,100,70
73,650,50,21,290,100,70
73,700,47,20,290,100,70
73,750,49,17,290,100,70
73,800,50,15,290,100,70
73,850,47,14,290,100,70
73,900,48,8,290,100,70
73,950,50,7,290,100,70
73,1000,50,7,290,100,70
74,0,100,50,300,100,70
74,50,92,54,275,100,54
74,100,91,63,269,100,63
74,150,74,70,274,100,70
74,200,63,73,287,100,77
74,250,53,70,290,100,77
74,300,36,76,290,100,77
74,350,27,74,290,100,77
74,400,26,63,290,100,77
74,450,24,52,290,100,77
74,500,20,47,290,100,77
74,550,21,42,290,100,77
74,600,20,37,290,100,77
74,650,16,29,290,100,77
74,700,19,21,290,100,77
74,750,18,15,290,100,77
74,800,18,9,290,100,77
74,850,19,6,290,100,77
74,900,18,5,290,100,77
74,950,15,1,290,100,77
74,1000,15,0,290,100,77
75,0,100,50,300,100,77
75,50,93,52,273,100,52
75,100,91,58,272,100,58
75,150,80,65,281,100,65
75,200,68,71,290,100,71
75,250,56,70,290,100,71
75,300,57,70,290,100,71
75,350,49,66,290,100,71
75,400,40,62,290,100,71
75,450,29,46,290,100,71
75,500,26,38,290,100,71
75,550,24,37,290,100,71
75,600,26,31,290,100,71
75,650,27,24,290,100,71
75,700,27,18,290,100,71
75,750,25,14,290,100,71
75,800,25,8,290,100,71
75,850,24,6,290,100,71
75,900,25,5,290,100,71
75,950,24,5,290,100,71
75,1000,23,7,290,100,71
76,0,100,50,300,100,71
76,50,89,56,267,100,56
76,100,74,64,288,100,64
76,150,52,76,290,100,76
76,200,44,77,290,100,78
76,250,35,70,290,100,79
76,300,27,69,290,100,79
76,350,20,63,290,100,79
76,400,19,55,290,100,79
76,450,17,46,290,100,79
76,500,15,44,290,100,79
76,550,14,37,290,100,79
76,600,12,25,290,100,79
76,650,9,19,290,100,79
76,700,7,14,290,100,79
76,750,7,9,290,100,79
76,800,6,8,290,100,79
76,850,6,7,290,100,79
76,900,7,5,290,100,79
76,950,8,5,290,100,79
76,1000,10,2,290,100,79
77,0,100,50,300,100,79
77,50,84,53,289,100,53
77,100,85,60,284,100,60
77,150,71,66,289,100,66
77,200,51,75,290,100,75
77,250,42,62,290,100,75
77,300,35,63,290,100,75
77,350,32,64,289,100,75
77,400,26,59,290,100,75
77,450,27,46,289,100,75
77,500,28,38,289,100,75
77,550,28,33,290,100,75
77,600,26,26,290,100,75
77,650,25,19,290,100,75
77,700,28,19,290,100,75
77,750,24,16,290,100,75
77,800,26,13,290,100,75
77,850,29,12,290,100,75
77,900,32,11,290,100,75
77,950,31,11,290,100,75
77,1000,30,9,290,100,75
78,0,100,50,300,100,75
78,50,96,51,279,100,51
78,100,97,56,286,102,56
78,150,85,59,288,102,59
78,200,81,59,289,102,60
78,250,81,46,287,102,61
78,300,82,45,289,102,61
78,350,81,43,289,102,61
78,400,77,43,289,102,61
78,450,74,40,290,102,61
78,500,69,36,290,102,61
78,550,62,39,290,102,61
78,600,48,37,290,102,61
78,650,44,33,290,102,61
78,700,39,31,290,102,61
78,750,34,29,290,102,61
78,800,32,29,290,102,61
78,850,34,22,290,102,61
78,900,28,17,290,102,61
78,950,24,15,290,102,61
78,1000,26,11,290,102,61
79,0,100,50,300,102,61
79,50,85,52,286,100,52
79,100,87,58,290,100,58
79,150,77,67,290,100,67
79,200,64,69,287,100,72
79,250,55,62,289,100,72
79,300,37,70,290,100,72
79,350,29,70,290,100,72
79,400,17,68,290,100,72
79,450,13,63,290,100,72
79,500,5,57,290,100,72
79,550,6,48,290,100,72
79,600,4,36,290,100,72
79,650,2,26,290,100,72
79,700,2,18,290,100,72
79,750,0,14,290,100,72
79,800,0,9,290,100,72
79,850,0,5,290,100,72
79,900,0,3,290,100,72
79,950,0,2,290,100,72
79,1000,0,0,290,100,72
80,0,100,50,300,100,72
80,50,94,50,287,100,50
80,100,91,56,280,100,56
80,150,84,62,270,100,62
80,200,88,69,272,100,69
80,250,76,64,281,100,73
80,300,67,69,290,100,73
80,350,55,74,290,100,74
80,400,42,76,290,100,76
80,450,34,63,290,100,76
80,500,24,64,290,100,76
80,550,20,62,290,100,76
80,600,12,54,290,100,76
80,650,6,44,290,100,76
80,700,5,40,290,100,76
80,750,3,31,290,100,76
80,800,2,24,290,100,76
80,850,1,16,290,100,76
80,900,2,12,290,100,76
80,950,2,9,290,100,76
80,1000,2,2,290,100,76
81,0,100,50,300,100,76
81,50,91,53,276,100,53
81,100,90,58,277,100,58
81,150,77,68,284,100,68
81,200,63,75,290,100,75
81,250,40,74,290,100,76
81,300,28,80,289,100,80
81,350,22,77,290,100,80
81,400,18,72,290,100,80
81,450,17,53,290,100,80
81,500,15,50,290,100,80
81,550,7,44,290,100,80
81,600,4,36,290,100,80
81,650,3,21,290,100,80
81,700,2,17,290,100,80
81,750,1,14,290,100,80
81,800,1,9,290,100,80
81,850,1,6,290,100,80
81,900,0,6,290,100,80
81,950,0,3,290,100,80
81,1000,0,2,290,100,80
82,0,100,50,300,100,80
82,50,90,50,285,100,50
82,100,102,59,258,107,59
82,150,92,68,258,107,68
82,200,81,76,254,107,76
82,250,74,73,257,107,79
82,300,71,83,263,107,83
82,350,58,85,281,107,85
82,400,51,78,290,107,85
82,450,41,69,289,107,85
82,500,32,69,290,107,85
82,550,19,68,290,107,85
82,600,20,57,290,107,85
82,650,17,48,290,107,85
82,700,18,43,290,107,85
82,750,15,34,290,107,85
82,800,13,25,290,107,85
82,850,13,22,290,107,85
82,900,14,17,290,107,85
82,950,12,13,290,107,85
82,1000,12,8,290,107,85
83,0,100,50,300,107,85
83,50,93,50,284,100,50
83,100,94,54,274,100,54
83,150,92,62,262,100,62
83,200,88,67,265,100,67
83,250,82,59,278,100,68
83,300,64,68,289,100,68
83,350,55,67,290,100,70
83,400,38,69,290,100,71
83,450,35,70,290,100,71
83,500,28,69,290,100,71
83,550,27,64,290,100,71
83,600,28,53,289,100,71
83,650,23,38,290,100,71
83,700,24,32,290,100,71
83,750,20,25,290,100,71
83,800,19,19,290,100,71
83,850,16,16,290,100,71
83,900,10,14,290,100,71
83,950,10,11,290,100,71
83,1000,7,10,290,100,71
84,0,100,50,300,100,71
84,50,90,52,287,100,52
84,100,92,59,279,100,59
84,150,92,63,275,100,63
84,200,79,70,287,100,70
84,250,66,54,289,100,70
84,300,62,55,290,100,70
84,350,47,56,290,100,70
84,400,42,54,290,100,70
84,450,33,50,290,100,70
84,500,27,46,290,100,70
84,550,23,46,290,100,70
84,600,22,38,290,100,70
84,650,23,27,290,100,70
84,700,22,27,290,100,70
84,750,23,20,290,100,70
84,800,27,14,290,100,70
84,850,26,13,289,100,70
84,900,29,12,290,100,70
84,950,34,10,290,100,70
84,1000,34,6,290,100,70
85,0,100,50,300,100,70
85,50,93,52,277,100,52
85,100,100,58,263,105,58
85,150,86,67,273,105,67
85,200,66,77,286,105,77
85,250,57,71,290,105,79
85,300,46,74,290,105,79
85,350,39,74,290,105,79
85,400,27,71,289,105,79
85,450,23,54,290,105,79
85,500,19,51,290,105,79
85,550,15,38,290,105,79
85,600,13,33,290,105,79
85,650,15,25,290,105,79
85,700,18,19,290,105,79
85,750,23,16,290,105,79
85,800,21,11,290,105,79
85,850,20,9,290,105,79
85,900,20,8,290,105,79
85,950,19,9,290,105,79
85,1000,20,7,290,105,79
86,0,100,50,300,105,79
86,50,88,53,283,100,53
86,100,89,60,283,100,60
86,150,81,67,290,100,67
86,200,74,72,290,100,72
86,250,64,59,290,100,72
86,300,59,60,290,100,72
86,350,41,59,289,100,72
86,400,30,53,290,100,72
86,450,22,44,290,100,72
86,500,16,43,290,100,72
86,550,12,42,290,100,72
86,600,8,38,290,100,72
86,650,8,33,290,100,72
86,700,8,25,290,100,72
86,750,7,18,290,100,72
86,800,8,9,290,100,72
86,850,9,6,290,100,72
86,900,9,4,290,100,72
86,950,10,2,290,100,72
86,1000,10,2,290,100,72
87,0,100,50,300,100,72
87,50,101,53,269,105,53
87,100,105,60,258,109,60
87,150,88,71,261,109,71
87,200,82,73,258,109,74
87,250,73,71,268,109,75
87,300,60,76,285,109,77
87,350,43,76,290,109,77
87,400,32,73,290,109,77
87,450,30,68,290,109,77
87,500,17,66,290,109,77
87,550,14,54,290,109,77
87,600,10,49,290,109,77
87,650,11,37,290,109,77
87,700,9,28,290,109,77
87,750,9,19,290,109,77
87,800,10,15,290,109,77
87,850,11,12,290,109,77
87,900,14,9,290,109,77
87,950,16,7,290,109,77
87,1000,17,5,290,109,77
88,0,100,50,300,109,77
88,50,90,52,274,100,52
88,100,108,54,255,108,54
88,150,111,59,249,113,59
88,200,101,69,247,113,69
88,250,89,65,253,113,70
88,300,65,73,270,113,73
88,350,54,78,289,113,78
88,400,44,76,290,113,78
88,450,39,73,290,113,78
88,500,34,66,290,113,78
88,550,27,56,290,113,78
88,600,26,45,290,113,78
88,650,25,42,290,113,78
88,700,28,33,290,113,78
88,750,27,28,290,113,78
88,800,28,24,289,113,78
88,850,31,21,290,113,78
88,900,32,20,290,113,78
88,950,39,18,290,113,78
88,1000,40,16,290,113,78
89,0,100,50,300,113,78
89,50,96,53,274,100,53
89,100,99,60,260,102,60
89,150,93,66,261,102,66
89,200,92,70,260,102,70
89,250,82,67,267,102,72
89,300,78,73,279,102,73
89,350,78,70,288,102,73
89,400,72,62,289,102,73
89,450,66,50,290,102,73
89,500,59,47,290,102,73
89,550,52,45,289,102,73
89,600,50,45,290,102,73
89,650,49,37,290,102,73
89,700,45,38,290,102,73
89,750,44,33,290,102,73
89,800,43,30,290,102,73
89,850,43,29,290,102,73
89,900,44,25,290,102,73
89,950,47,22,290,102,73
89,1000,43,17,290,102,73
90,0,100,50,300,102,73
90,50,97,50,273,100,50
90,100,111,53,257,114,53
90,150,108,62,240,114,62
90,200,103,59,238,114,65
90,250,102,51,237,114,65
90,300,97,56,235,114,65
90,350,83,61,245,114,65
90,400,79,62,265,114,65
90,450,65,61,287,114,65
90,500,60,59,290,114,65
90,550,49,59,290,114,65
90,600,43,55,290,114,65
90,650,39,47,288,114,65
90,700,33,42,290,114,65
90,750,33,41,290,114,65
90,800,31,40,290,114,65
90,850,24,36,289,114,65
90,900,24,32,290,114,65
90,950,26,24,290,114,65
90,1000,29,16,290,114,65
91,0,100,50,300,114,65
91,50,99,50,275,100,50
91,100,98,56,275,107,56
91,150,91,61,284,107,61
91,200,80,67,290,107,70
91,250,70,66,289,107,70
91,300,67,68,290,107,70
91,350,63,67,290,107,70
91,400,61,61,286,107,70
91,450,61,50,287,107,70
91,500,50,50,290,107,70
91,550,56,44,288,107,70
91,600,60,40,290,107,70
91,650,58,36,290,107,70
91,700,58,37,289,107,70
91,750,57,32,290,107,70
91,800,57,28,289,107,70
91,850,59,29,290,107,70
91,900,60,27,290,107,70
91,950,66,26,289,107,70
91,1000,64,24,290,107,70
92,0,100,50,300,107,70
92,50,93,54,278,100,54
92,100,103,60,233,106,60
92,150,101,65,218,106,65
92,200,98,74,212,107,74
92,250,95,66,216,107,75
92,300,86,71,220,107,75
92,350,71,77,225,107,77
92,400,60,78,236,107,79
92,450,51,71,259,107,79
92,500,42,71,283,107,79
92,550,35,73,290,107,79
92,600,32,63,290,107,79
92,650,32,54,290,107,79
92,700,28,50,290,107,79
92,750,27,44,290,107,79
92,800,35,35,290,107,79
92,850,43,30,290,107,79
92,900,51,24,290,107,79
92,950,58,20,290,107,79
92,1000,61,18,290,107,79
93,0,100,50,300,107,79
93,50,94,52,274,100,52
93,100,96,61,258,102,61
93,150,92,68,260,102,68
93,200,79,77,265,102,79
93,250,70,73,268,102,80
93,300,64,76,282,102,80
93,350,50,76,290,102,80
93,400,49,68,290,102,80
93,450,42,63,290,102,80
93,500,41,62,290,102,80
93,550,43,58,290,102,80
93,600,35,50,289,102,80
93,650,26,49,290,102,80
93,700,20,42,290,102,80
93,750,20,35,290,102,80
93,800,19,33,290,102,80
93,850,15,27,290,102,80
93,900,15,23,290,102,80
93,950,15,20,290,102,80
93,1000,13,16,290,102,80
94,0,100,50,300,102,80
94,50,86,56,272,100,56
94,100,96,61,262,100,61
94,150,95,67,244,100,67
