generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen
94,200,96,71,231,100,72
94,250,96,56,221,100,72
94,300,90,64,218,100,72
94,350,85,67,213,100,72
94,400,88,67,213,100,72
94,450,91,65,212,100,72
94,500,85,71,217,100,72
94,550,76,72,227,100,73
94,600,73,67,227,100,73
94,650,67,67,239,100,73
94,700,53,66,260,100,73
94,750,52,60,282,100,73
94,800,50,61,289,100,73
94,850,40,65,289,100,73
94,900,37,61,290,100,73
94,950,36,53,290,100,73
94,1000,29,55,290,100,73
95,0,100,50,300,100,73
95,50,109,51,253,109,51
95,100,119,57,223,119,57
95,150,121,68,206,121,68
95,200,117,76,187,124,76
95,250,104,72,183,124,76
95,300,89,75,189,124,76
95,350,72,80,214,124,80
95,400,55,84,236,124,84
95,450,38,79,263,124,84
95,500,32,73,290,124,84
95,550,32,70,289,124,84
95,600,28,67,290,124,84
95,650,34,55,290,124,84
95,700,40,47,290,124,84
95,750,40,35,289,124,84
95,800,44,26,289,124,84
95,850,44,21,290,124,84
95,900,51,18,289,124,84
95,950,50,17,290,124,84
95,1000,64,16,286,124,84
96,0,100,50,300,124,84
96,50,95,51,271,100,51
96,100,105,58,259,108,58
96,150,99,65,238,108,65
96,200,99,72,237,108,73
96,250,84,67,235,108,74
96,300,77,71,245,108,74
96,350,70,72,260,108,74
96,400,60,75,261,108,76
96,450,55,70,271,108,76
96,500,54,68,285,108,76
96,550,47,71,289,108,76
96,600,45,67,290,108,76
96,650,45,63,290,108,76
96,700,49,54,290,108,76
96,750,48,44,290,108,76
96,800,52,38,290,108,76
96,850,64,37,288,108,76
96,900,64,39,290,108,76
96,950,63,40,290,108,76
96,1000,65,39,289,108,76
97,0,100,50,300,108,76
97,50,92,55,269,100,55
97,100,97,60,259,100,60
97,150,90,67,251,100,67
97,200,79,74,246,100,74
97,250,79,61,246,100,74
97,300,77,66,249,100,74
97,350,80,68,249,100,74
97,400,84,63,249,100,74
97,450,85,59,248,100,74
97,500,84,55,251,100,74
97,550,83,49,256,100,74
97,600,84,48,262,100,74
97,650,88,45,271,100,74
97,700,89,45,267,100,74
97,750,87,42,274,100,74
97,800,83,41,285,100,74
97,850,90,38,287,100,74
97,900,87,41,287,100,74
97,950,76,47,288,100,74
97,1000,66,43,289,100,74
98,0,100,50,300,100,74
98,50,100,52,263,100,52
98,100,104,59,243,110,59
98,150,110,63,227,112,63
98,200,114,64,206,117,65
98,250,113,63,185,118,66
98,300,101,72,184,118,72
98,350,74,75,193,118,77
98,400,70,81,211,118,81
98,450,60,75,227,118,81
98,500,53,73,242,118,81
98,550,51,68,259,118,81
98,600,50,64,275,118,81
98,650,44,56,290,118,81
98,700,45,50,290,118,81
98,750,44,45,290,118,81
98,800,44,44,290,118,81
98,850,45,37,290,118,81
98,900,52,35,290,118,81
98,950,67,31,289,118,81
98,1000,75,25,283,118,81
99,0,100,50,300,118,81
99,50,96,52,274,100,52
99,100,107,60,240,110,60
99,150,110,65,212,114,65
99,200,112,72,198,115,72
99,250,115,63,186,116,72
99,300,106,69,187,116,72
99,350,100,69,179,116,73
99,400,83,71,182,116,73
99,450,77,68,196,116,73
99,500,62,75,211,116,76
99,550,60,68,217,116,76
99,600,54,63,227,116,76
99,650,55,61,249,116,76
99,700,54,55,265,116,76
99,750,44,54,281,116,76
99,800,44,51,290,116,76
99,850,47,51,290,116,76
99,900,48,49,288,116,76
99,950,49,44,290,116,76
99,1000,40,42,290,116,76
100,0,100,50,300,116,76
100,50,89,56,267,100,56
100,100,114,59,234,115,59
100,150,107,66,222,115,66
100,200,106,73,209,115,74
100,250,102,68,202,115,75
100,300,100,73,197,115,75
100,350,88,78,195,115,78
100,400,80,75,189,115,80
100,450,77,73,195,115,80
100,500,70,76,209,115,80
100,550,55,73,229,115,80
100,600,50,73,239,115,80
100,650,49,69,253,115,80
100,700,45,63,271,115,80
100,750,44,60,284,115,80
100,800,41,55,290,115,80
100,850,43,48,287,115,80
100,900,45,43,290,115,80
100,950,47,44,290,115,80
100,1000,51,40,290,115,80
101,0,100,50,300,115,80
101,50,84,57,276,100,57
101,100,83,64,275,100,64
101,150,82,67,278,100,67
101,200,73,75,289,100,75
101,250,46,76,290,100,77
101,300,45,74,290,100,77
101,350,35,74,290,100,77
101,400,25,70,290,100,77
101,450,21,61,290,100,77
101,500,15,56,290,100,77
101,550,14,48,290,100,77
101,600,13,39,290,100,77
101,650,13,33,290,100,77
101,700,17,25,290,100,77
101,750,20,17,290,100,77
101,800,20,11,290,100,77
101,850,26,8,290,100,77
101,900,31,6,290,100,77
101,950,33,6,290,100,77
101,1000,41,5,289,100,77
102,0,100,50,300,100,77
102,50,97,53,267,100,53
102,100,108,58,252,108,58
102,150,103,65,231,110,65
102,200,103,77,215,110,77
102,250,93,70,216,110,77
102,300,76,76,224,110,77
102,350,69,82,240,110,85
102,400,57,80,259,110,85
102,450,50,71,284,110,85
102,500,45,68,290,110,85
102,550,40,62,290,110,85
102,600,45,51,290,110,85
102,650,44,44,290,110,85
102,700,46,42,290,110,85
102,750,43,37,290,110,85
102,800,43,35,290,110,85
102,850,40,30,290,110,85
102,900,36,27,290,110,85
102,950,31,26,290,110,85
102,1000,30,22,290,110,85
103,0,100,50,300,110,85
103,50,95,52,274,100,52
103,100,105,59,245,113,59
103,150,102,66,244,113,66
103,200,99,73,241,113,73
103,250,80,72,239,113,76
103,300,78,75,247,113,76
103,350,68,75,260,113,77
103,400,57,80,269,113,80
103,450,42,71,290,113,80
103,500,33,73,290,113,80
103,550,25,70,290,113,80
103,600,17,65,290,113,80
103,650,13,59,290,113,80
103,700,11,41,290,113,80
103,750,12,30,290,113,80
103,800,12,25,290,113,80
103,850,12,15,290,113,80
103,900,12,12,290,113,80
103,950,12,9,290,113,80
103,1000,14,6,290,113,80
104,0,100,50,300,113,80
104,50,96,52,273,100,52
104,100,114,57,244,114,57
104,150,99,69,236,115,69
104,200,105,72,225,115,72
104,250,88,67,215,115,74
104,300,69,78,213,115,78
104,350,58,84,234,115,85
104,400,55,85,252,115,86
104,450,46,79,276,115,86
104,500,43,78,289,115,86
104,550,39,69,290,115,86
104,600,35,60,290,115,86
104,650,37,52,289,115,86
104,700,29,45,290,115,86
104,750,31,37,290,115,86
104,800,27,34,290,115,86
104,850,30,29,290,115,86
104,900,30,28,290,115,86
104,950,32,27,290,115,86
104,1000,35,24,290,115,86
105,0,100,50,300,115,86
105,50,98,51,268,101,51
105,100,102,61,252,104,61
105,150,101,69,241,106,69
105,200,99,76,238,106,76
105,250,91,70,231,106,78
105,300,84,74,229,106,78
105,350,81,73,228,106,78
105,400,78,70,229,106,78
105,450,72,60,243,106,78
105,500,71,57,250,106,78
105,550,71,51,259,106,78
105,600,59,58,276,106,78
105,650,57,51,290,106,78
105,700,52,54,288,106,78
105,750,49,53,290,106,78
105,800,45,50,290,106,78
105,850,44,46,290,106,78
105,900,37,45,290,106,78
105,950,37,43,290,106,78
105,1000,35,39,290,106,78
106,0,100,50,300,106,78
106,50,99,50,273,100,50
106,100,119,52,246,120,52
106,150,113,58,227,120,58
106,200,114,62,218,120,62
106,250,109,59,200,120,65
106,300,110,68,198,120,68
106,350,100,67,201,120,69
106,400,102,66,182,120,69
106,450,98,63,185,120,69
106,500,86,64,197,120,69
106,550,83,61,203,120,69
106,600,70,61,216,120,69
106,650,62,54,238,120,69
106,700,55,53,260,120,69
106,750,51,55,279,120,69
106,800,49,47,289,120,69
106,850,51,46,289,120,69
106,900,46,47,290,120,69
106,950,47,40,290,120,69
106,1000,51,37,290,120,69
107,0,100,50,300,120,69
107,50,100,50,264,100,50
107,100,101,58,253,104,58
107,150,94,66,248,104,66
107,200,87,70,250,104,70
107,250,80,65,252,104,72
107,300,81,68,252,104,72
107,350,68,69,265,104,72
107,400,61,67,280,104,72
107,450,56,62,290,104,72
107,500,49,64,290,104,72
107,550,46,62,290,104,72
107,600,36,54,290,104,72
107,650,32,49,288,104,72
107,700,33,47,289,104,72
107,750,33,41,290,104,72
107,800,29,40,290,104,72
107,850,26,33,290,104,72
107,900,19,31,290,104,72
107,950,20,30,290,104,72
107,1000,23,24,290,104,72
108,0,100,50,300,104,72
108,50,95,52,272,100,52
108,100,104,57,250,107,57
108,150,113,62,232,113,62
108,200,100,69,227,113,70
108,250,88,70,219,113,75
108,300,74,76,237,113,76
108,350,65,80,252,113,80
108,400,53,79,269,113,82
108,450,39,77,290,113,82
108,500,35,72,290,113,82
108,550,27,63,290,113,82
108,600,27,54,290,113,82
108,650,27,46,290,113,82
108,700,31,39,290,113,82
108,750,29,34,290,113,82
108,800,29,27,290,113,82
108,850,33,22,290,113,82
108,900,35,17,290,113,82
108,950,41,14,289,113,82
108,1000,42,11,290,113,82
109,0,100,50,300,113,82
109,50,91,53,284,100,53
109,100,102,55,278,103,55
109,150,88,63,269,103,63
109,200,87,64,267,103,64
109,250,95,57,258,103,64
109,300,90,59,264,103,64
109,350,89,62,259,103,64
109,400,82,62,269,103,65
109,450,71,60,282,103,65
109,500,62,58,290,103,65
109,550,57,61,290,103,65
109,600,45,62,289,103,65
109,650,41,58,290,103,65
109,700,47,53,290,103,65
109,750,46,51,289,103,65
109,800,46,43,290,103,65
109,850,47,40,290,103,65
109,900,51,33,289,103,65
109,950,53,31,289,103,65
109,1000,55,25,289,103,65
110,0,100,50,300,103,65
110,50,108,50,262,108,50
110,100,120,53,245,120,53
110,150,106,61,237,120,61
110,200,118,64,216,121,64
110,250,112,56,206,121,65
110,300,104,62,193,121,65
110,350,98,66,195,121,67
110,400,85,67,198,121,67
110,450,80,63,209,121,67
110,500,68,65,218,121,67
110,550,60,66,232,121,69
110,600,55,61,247,121,69
110,650,47,61,271,121,69
110,700,49,54,289,121,69
110,750,47,48,290,121,69
110,800,43,50,290,121,69
110,850,44,44,290,121,69
110,900,41,43,290,121,69
110,950,43,39,290,121,69
110,1000,45,32,290,121,69
111,0,100,50,300,121,69
111,50,103,51,268,103,51
111,100,103,60,252,108,60
111,150,97,68,249,108,68
111,200,96,72,249,108,72
111,250,85,62,251,108,73
111,300,81,65,233,108,73
111,350,86,68,233,108,73
111,400,75,63,244,108,73
111,450,63,66,258,108,73
111,500,64,66,269,108,73
111,550,50,69,290,108,73
111,600,48,59,290,108,73
111,650,47,55,290,108,73
111,700,44,52,290,108,73
111,750,39,52,290,108,73
111,800,38,48,290,108,73
111,850,34,45,290,108,73
111,900,36,42,290,108,73
111,950,40,31,289,108,73
111,1000,39,24,290,108,73
112,0,100,50,300,108,73
112,50,99,51,273,100,51
112,100,114,55,247,114,55
112,150,108,61,240,114,61
112,200,106,64,234,114,65
112,250,101,53,222,114,65
112,300,97,56,230,114,65
112,350,94,57,235,114,65
112,400,90,61,232,114,65
112,450,82,59,227,114,65
112,500,81,61,234,114,65
112,550,82,58,246,114,65
112,600,82,59,243,114,65
112,650,78,56,249,114,65
112,700,71,53,257,114,65
112,750,72,51,259,114,65
112,800,72,49,260,114,65
112,850,80,45,256,114,65
112,900,83,46,251,114,65
112,950,86,46,257,114,65
112,1000,84,44,262,114,65
113,0,100,50,300,114,65
113,50,103,51,275,103,51
113,100,101,56,259,106,56
113,150,89,64,259,106,64
113,200,87,68,262,106,69
113,250,82,58,264,106,69
113,300,77,63,273,106,69
113,350,70,67,275,106,69
113,400,68,66,284,106,69
113,450,76,62,290,106,69
113,500,66,65,290,106,69
113,550,60,59,290,106,69
113,600,57,51,289,106,69
113,650,58,41,289,106,69
113,700,54,40,290,106,69
113,750,50,37,290,106,69
113,800,46,34,289,106,69
113,850,48,33,290,106,69
113,900,49,31,290,106,69
113,950,52,24,289,106,69
113,1000,64,19,290,106,69
114,0,100,50,300,106,69
114,50,91,52,275,100,52
114,100,103,55,257,109,55
114,150,95,61,240,109,61
114,200,91,65,242,109,66
114,250,91,61,236,109,66
114,300,89,63,236,109,66
114,350,78,68,244,109,69
114,400,59,71,256,109,72
114,450,53,64,272,109,72
114,500,48,62,289,109,72
114,550,46,64,288,109,72
114,600,37,59,290,109,72
114,650,43,54,289,109,72
114,700,44,51,289,109,72
114,750,38,48,290,109,72
114,800,41,37,290,109,72
114,850,45,29,290,109,72
114,900,41,28,290,109,72
114,950,41,26,290,109,72
114,1000,42,21,290,109,72
115,0,100,50,300,109,72
115,50,95,53,278,100,53
115,100,107,55,271,109,55
115,150,101,63,258,109,63
115,200,97,64,259,109,68
115,250,95,55,261,109,68
115,300,89,58,265,109,68
115,350,82,58,278,109,68
115,400,80,52,280,109,68
115,450,81,44,281,109,68
115,500,87,41,290,109,68
115,550,85,42,286,109,68
115,600,88,41,282,109,68
115,650,90,41,278,109,68
115,700,83,44,276,109,68
115,750,91,40,269,109,68
115,800,90,37,270,109,68
115,850,91,36,285,109,68
115,900,90,33,285,109,68
115,950,97,32,282,109,68
115,1000,107,35,271,109,68
116,0,100,50,300,109,68
116,50,93,55,274,100,55
116,100,102,57,252,103,57
116,150,98,65,227,104,65
116,200,99,67,234,105,67
116,250,92,63,228,105,70
116,300,91,68,227,105,70
116,350,72,75,236,105,75
116,400,69,75,251,105,76
116,450,64,65,267,105,76
116,500,52,62,287,105,76
116,550,44,63,290,105,76
116,600,41,55,290,105,76
116,650,42,50,290,105,76
116,700,48,46,290,105,76
116,750,47,46,290,105,76
116,800,53,43,288,105,76
116,850,52,40,290,105,76
116,900,45,41,290,105,76
116,950,45,38,290,105,76
116,1000,47,34,289,105,76
117,0,100,50,300,105,76
117,50,95,52,279,100,52
117,100,102,56,265,104,56
117,150,95,65,256,104,65
117,200,89,69,256,104,70
117,250,89,64,252,104,72
117,300,88,72,252,104,73
117,350,87,73,246,104,74
117,400,83,64,250,104,74
117,450,75,60,248,104,74
117,500,80,58,253,104,74
117,550,80,59,257,104,74
117,600,74,62,268,104,74
117,650,65,60,285,104,74
117,700,56,58,290,104,74
117,750,58,52,288,104,74
117,800,54,53,290,104,74
117,850,49,53,290,104,74
117,900,48,46,288,104,74
117,950,41,46,289,104,74
117,1000,45,45,290,104,74
118,0,100,50,300,104,74
118,50,95,52,265,100,52
118,100,102,59,246,108,59
118,150,97,68,243,108,68
118,200,91,76,256,108,76
118,250,68,67,269,108,79
118,300,62,71,290,108,79
118,350,62,67,290,108,79
118,400,55,69,290,108,79
118,450,44,57,290,108,79
118,500,40,52,290,108,79
118,550,28,54,289,108,79
118,600,23,49,290,108,79
118,650,22,43,290,108,79
118,700,19,36,290,108,79
118,750,15,32,290,108,79
118,800,13,29,290,108,79
118,850,12,27,290,108,79
118,900,10,27,290,108,79
118,950,11,19,290,108,79
118,1000,14,13,290,108,79
119,0,100,50,300,108,79
119,50,97,52,280,100,52
119,100,103,56,269,104,56
119,150,103,61,265,105,61
119,200,105,63,263,105,63
119,250,98,55,254,107,64
119,300,97,56,254,107,64
119,350,94,59,252,107,64
119,400,92,57,253,107,64
119,450,84,51,262,107,64
119,500,79,54,273,107,64
119,550,78,53,279,107,64
119,600,76,49,286,107,64
119,650,77,49,287,107,64
119,700,72,46,289,107,64
119,750,70,41,290,107,64
119,800,67,43,289,107,64
119,850,68,46,290,107,64
119,900,75,45,287,107,64
119,950,73,42,287,107,64
119,1000,66,43,290,107,64
120,0,100,50,300,107,64
120,50,88,54,277,100,54
120,100,88,63,271,100,63
120,150,72,72,282,100,72
120,200,49,83,290,100,83
120,250,37,73,290,100,83
120,300,29,75,290,100,83
120,350,21,67,290,100,83
120,400,19,64,290,100,83
120,450,15,50,290,100,83
120,500,13,44,290,100,83
120,550,12,35,290,100,83
120,600,10,28,290,100,83
120,650,9,20,290,100,83
120,700,11,16,290,100,83
120,750,16,13,290,100,83
120,800,19,8,290,100,83
120,850,20,6,290,100,83
120,900,24,5,289,100,83
120,950,26,3,290,100,83
120,1000,26,2,290,100,83
121,0,100,50,300,100,83
121,50,96,52,279,100,52
121,100,95,60,266,100,60
121,150,76,72,272,100,72
121,200,68,77,284,100,77
121,250,54,71,289,100,79
121,300,41,75,290,100,79
121,350,26,76,290,100,79
121,400,15,76,290,100,79
121,450,12,68,290,100,79
121,500,9,60,290,100,79
121,550,5,48,290,100,79
121,600,3,40,290,100,79
121,650,2,24,290,100,79
121,700,1,18,290,100,79
121,750,1,12,290,100,79
121,800,1,7,290,100,79
121,850,1,4,290,100,79
121,900,1,2,290,100,79
121,950,1,2,290,100,79
121,1000,1,1,290,100,79
122,0,100,50,300,100,79
122,50,88,53,278,100,53
122,100,93,60,266,100,60
122,150,98,67,258,100,67
122,200,90,71,255,100,72
122,250,73,73,264,100,73
122,300,56,76,276,100,76
122,350,45,81,289,100,83
122,400,40,81,290,100,83
122,450,30,76,290,100,83
122,500,21,77,290,100,83
122,550,17,66,290,100,83
122,600,10,56,290,100,83
122,650,8,47,290,100,83
122,700,7,37,290,100,83
122,750,5,24,290,100,83
122,800,3,17,290,100,83
122,850,3,16,290,100,83
122,900,3,13,290,100,83
122,950,4,10,290,100,83
122,1000,4,5,290,100,83
123,0,100,50,300,100,83
123,50,90,53,284,100,53
123,100,94,56,281,100,56
123,150,83,61,287,100,61
123,200,74,69,285,100,69
123,250,61,68,290,100,71
123,300,53,70,290,100,72
123,350,50,74,289,100,74
123,400,45,74,287,100,75
123,450,31,70,290,100,75
123,500,30,66,290,100,75
123,550,22,62,290,100,75
123,600,20,56,290,100,75
123,650,14,50,290,100,75
123,700,10,47,290,100,75
123,750,7,44,290,100,75
123,800,5,35,290,100,75
123,850,5,27,290,100,75
123,900,5,25,290,100,75
123,950,5,15,290,100,75
123,1000,6,9,290,100,75
124,0,100,50,300,100,75
124,50,92,52,288,100,52
124,100,95,58,272,100,58
124,150,84,70,271,100,70
124,200,74,79,271,100,79
124,250,64,70,277,100,82
124,300,49,79,290,100,82
124,350,41,85,290,100,85
124,400,32,85,289,100,88
124,450,23,77,290,100,88
124,500,14,73,290,100,88
124,550,11,60,290,100,88
124,600,9,52,290,100,88
124,650,7,42,290,100,88
124,700,4,35,290,100,88
124,750,3,27,290,100,88
124,800,3,15,290,100,88
124,850,2,8,290,100,88
124,900,2,6,290,100,88
124,950,2,4,290,100,88
124,1000,2,1,290,100,88
125,0,100,50,300,100,88
125,50,94,51,275,100,51
125,100,98,59,262,100,59
125,150,90,66,261,100,66
125,200,83,75,250,100,75
125,250,64,71,261,100,80
125,300,51,79,275,100,80
125,350,37,82,290,100,85
125,400,24,85,290,100,85
125,450,19,79,290,100,85
125,500,15,69,290,100,85
125,550,10,62,290,100,85
125,600,6,48,290,100,85
125,650,5,36,290,100,85
125,700,4,27,290,100,85
125,750,5,19,290,100,85
125,800,6,13,290,100,85
125,850,7,7,290,100,85
125,900,6,5,290,100,85
125,950,7,4,290,100,85
125,1000,9,3,290,100,85
126,0,100,50,300,100,85
126,50,89,52,275,100,52
126,100,96,56,266,102,56
126,150,80,68,269,102,68
126,200,73,76,278,102,76
126,250,67,69,284,102,76
126,300,64,72,289,102,76
126,350,57,77,290,102,77
126,400,43,78,290,102,81
126,450,33,71,290,102,81
126,500,26,72,290,102,81
126,550,24,62,289,102,81
126,600,21,50,290,102,81
126,650,26,37,290,102,81
126,700,26,29,290,102,81
126,750,22,22,290,102,81
126,800,19,20,290,102,81
126,850,16,17,290,102,81
126,900,13,15,290,102,81
126,950,13,12,290,102,81
126,1000,11,12,290,102,81
127,0,100,50,300,102,81
127,50,97,50,276,100,50
127,100,107,53,263,108,53
127,150,93,59,259,108,59
127,200,91,62,263,108,63
127,250,88,58,269,108,63
127,300,81,60,277,108,63
127,350,73,62,289,108,63
127,400,60,62,287,108,63
127,450,54,57,290,108,63
127,500,45,63,290,108,63
127,550,38,63,289,108,64
127,600,25,63,290,108,65
127,650,15,54,290,108,65
127,700,11,48,290,108,65
127,750,8,42,290,108,65
127,800,7,34,290,108,65
127,850,5,28,290,108,65
127,900,5,22,290,108,65
127,950,5,15,290,108,65
127,1000,6,8,290,108,65
128,0,100,50,300,108,65
128,50,97,52,274,100,52
128,100,110,56,250,112,56
128,150,109,63,232,114,63
128,200,118,66,224,123,66
128,250,111,59,220,123,69
128,300,109,60,222,123,69
128,350,96,62,237,123,69
128,400,76,61,251,123,69
128,450,66,62,262,123,69
128,500,54,64,286,123,69
128,550,43,68,290,123,69
128,600,34,63,290,123,69
128,650,26,55,290,123,69
128,700,23,52,290,123,69
128,750,19,45,290,123,69
128,800,16,38,290,123,69
128,850,14,27,290,123,69
128,900,13,23,290,123,69
128,950,14,17,290,123,69
128,1000,15,10,290,123,69
129,0,100,50,300,123,69
129,50,98,50,282,100,50
129,100,107,56,271,107,56
129,150,99,61,274,107,61
129,200,87,69,276,107,69
129,250,67,62,289,107,70
129,300,63,64,288,107,70
129,350,59,66,290,107,70
129,400,57,63,290,107,70
129,450,47,53,290,107,70
129,500,41,50,290,107,70
129,550,41,43,290,107,70
129,600,42,39,290,107,70
129,650,35,32,290,107,70
129,700,42,25,290,107,70
129,750,43,22,290,107,70
129,800,47,19,290,107,70
129,850,48,16,290,107,70
129,900,47,16,290,107,70
129,950,50,14,290,107,70
129,1000,50,10,290,107,70
130,0,100,50,300,107,70
130,50,97,52,278,100,52
130,100,113,54,254,114,54
130,150,111,59,243,114,59
130,200,104,66,242,114,67
130,250,84,66,241,114,68
130,300,70,77,254,114,77
130,350,56,85,259,114,85
130,400,48,84,276,114,89
130,450,36,81,290,114,89
130,500,27,79,290,114,89
130,550,16,72,290,114,89
130,600,18,63,290,114,89
130,650,15,56,290,114,89
130,700,11,48,290,114,89
130,750,13,38,290,114,89
130,800,9,28,290,114,89
130,850,8,20,290,114,89
130,900,7,18,290,114,89
130,950,5,16,290,114,89
130,1000,8,12,290,114,89
131,0,100,50,300,114,89
131,50,97,50,280,100,50
131,100,109,55,271,109,55
131,150,106,59,262,111,59
131,200,104,61,260,115,62
131,250,96,55,244,115,62
131,300,86,60,248,115,62
131,350,83,64,256,115,64
131,400,74,68,257,115,68
131,450,62,70,278,115,70
131,500,57,63,288,115,70
131,550,47,62,289,115,70
131,600,40,60,290,115,70
131,650,38,57,290,115,70
131,700,40,47,290,115,70
131,750,32,44,290,115,70
131,800,27,39,290,115,70
131,850,18,37,290,115,70
131,900,15,35,290,115,70
131,950,13,31,290,115,70
131,1000,12,27,290,115,70
132,0,100,50,300,115,70
132,50,96,53,280,100,53
132,100,87,64,275,100,64
132,150,65,72,277,100,72
132,200,57,78,285,100,78
132,250,47,78,290,100,85
132,300,33,79,290,100,85
132,350,23,81,289,100,85
132,400,17,78,290,100,85
132,450,12,62,290,100,85
132,500,7,56,290,100,85
132,550,3,48,290,100,85
132,600,2,37,290,100,85
132,650,3,25,290,100,85
132,700,4,21,290,100,85
132,750,2,15,290,100,85
132,800,1,11,290,100,85
132,850,1,5,290,100,85
132,900,1,2,290,100,85
132,950,1,1,290,100,85
132,1000,1,1,290,100,85
133,0,100,50,300,100,85
133,50,92,53,275,100,53
133,100,99,58,273,101,58
133,150,97,65,271,101,65
133,200,90,66,273,101,66
133,250,78,60,280,101,70
133,300,75,64,287,101,70
133,350,61,69,290,101,70
133,400,46,73,290,101,73
133,450,50,70,290,101,74
133,500,39,69,290,101,74
133,550,36,66,290,101,74
133,600,35,61,290,101,74
133,650,33,52,290,101,74
133,700,29,49,289,101,74
133,750,20,43,290,101,74
133,800,20,36,290,101,74
133,850,19,32,290,101,74
133,900,20,31,290,101,74
133,950,17,27,290,101,74
133,1000,14,23,290,101,74
134,0,100,50,300,101,74
134,50,102,50,267,102,50
134,100,109,56,248,110,56
134,150,101,64,238,110,64
134,200,105,72,238,110,72
134,250,103,60,229,110,72
134,300,95,64,219,110,72
134,350,94,63,224,110,72
134,400,85,66,220,110,72
134,450,72,66,235,110,72
134,500,66,70,245,110,72
134,550,57,66,271,110,72
134,600,48,62,290,110,72
134,650,38,60,290,110,72
134,700,32,58,290,110,72
134,750,26,54,290,110,72
134,800,26,46,290,110,72
134,850,26,41,290,110,72
134,900,26,31,290,110,72
134,950,27,23,290,110,72
134,1000,29,19,290,110,72
135,0,100,50,300,110,72
135,50,97,51,277,100,51
135,100,109,54,256,111,54
135,150,116,59,240,117,59
135,200,114,60,222,119,61
135,250,123,51,201,124,61
135,300,129,53,188,130,61
135,350,137,57,183,140,61
135,400,130,53,184,140,61
135,450,121,46,186,140,61
135,500,115,46,182,140,61
135,550,100,51,189,140,61
135,600,96,52,193,140,61
135,650,94,52,177,140,61
135,700,89,53,191,140,61
135,750,87,55,202,140,61
135,800,78,48,220,140,61
135,850,84,41,226,140,61
135,900,91,42,230,140,61
135,950,86,44,242,140,61
135,1000,78,38,255,140,61
136,0,100,50,300,140,61
136,50,100,51,280,102,51
136,100,103,54,277,103,54
136,150,102,58,270,103,58
136,200,95,61,270,104,63
136,250,99,51,263,104,63
136,300,92,57,259,104,63
136,350,95,60,257,104,63
136,400,93,61,256,104,63
136,450,94,50,253,104,63
136,500,94,45,257,104,63
136,550,108,41,248,108,63
136,600,115,36,236,115,63
136,650,124,34,216,124,63
136,700,131,34,219,131,63
136,750,126,33,226,132,63
136,800,125,32,217,132,63
136,850,126,36,210,132,63
136,900,116,36,200,132,63
136,950,114,40,199,132,63
136,1000,104,42,202,132,63
137,0,100,50,300,132,63
137,50,95,53,271,100,53
137,100,98,57,268,103,57
137,150,94,65,265,103,65
137,200,91,68,267,103,70
137,250,80,65,268,103,73
137,300,72,72,273,103,73
137,350,51,75,290,103,76
137,400,46,74,290,103,76
137,450,38,70,290,103,76
137,500,34,67,290,103,76
137,550,30,66,289,103,76
137,600,26,61,290,103,76
137,650,27,52,290,103,76
137,700,21,42,290,103,76
137,750,19,36,290,103,76
137,800,21,30,290,103,76
137,850,20,26,290,103,76
137,900,15,27,290,103,76
137,950,16,22,290,103,76
137,1000,16,18,290,103,76
138,0,100,50,300,103,76
138,50,84,53,277,100,53
138,100,87,62,264,100,62
138,150,83,68,259,100,68
138,200,81,73,262,100,73
138,250,78,68,261,100,74
138,300,68,70,258,100,74
138,350,63,75,274,100,75
138,400,51,78,277,100,78
138,450,45,77,290,100,78
138,500,37,77,290,100,79
138,550,28,69,290,100,79
138,600,19,61,290,100,79
138,650,16,54,290,100,79
138,700,13,49,290,100,79
138,750,12,41,290,100,79
138,800,12,33,290,100,79
138,850,8,27,290,100,79
138,900,9,21,290,100,79
138,950,5,15,290,100,79
138,1000,5,12,290,100,79
139,0,100,50,300,100,79
139,50,88,51,285,100,51
139,100,97,56,275,102,56
139,150,85,61,276,102,61
139,200,74,67,283,102,67
139,250,74,58,284,102,67
139,300,79,61,278,102,67
139,350,81,63,283,102,67
139,400,77,61,280,102,67
139,450,72,54,287,102,67
139,500,67,60,287,102,67
139,550,67,56,290,102,67
139,600,66,55,285,102,67
139,650,54,56,290,102,67
139,700,47,54,290,102,67
139,750,45,53,290,102,67
139,800,43,51,290,102,67
139,850,35,47,290,102,67
139,900,33,40,290,102,67
139,950,31,35,290,102,67
139,1000,32,34,290,102,67
140,0,100,50,300,102,67
140,50,101,52,269,102,52
140,100,114,54,249,119,54
140,150,113,61,237,119,61
140,200,107,70,215,119,71
140,250,102,59,217,119,71
140,300,90,67,234,119,71
140,350,88,71,236,119,71
140,400,72,70,248,119,73
140,450,56,65,261,119,73
140,500,52,64,278,119,73
140,550,44,65,290,119,73
140,600,48,60,289,119,73
140,650,40,60,290,119,73
140,700,32,59,290,119,73
140,750,24,59,290,119,73
140,800,24,52,290,119,73
140,850,23,39,290,119,73
140,900,30,34,290,119,73
140,950,31,26,290,119,73
140,1000,37,19,288,119,73
141,0,100,50,300,119,73
141,50,101,53,264,101,53
141,100,105,57,268,112,57
141,150,102,64,260,112,64
141,200,86,68,260,112,69
141,250,74,61,259,112,71
141,300,70,66,266,112,71
141,350,57,71,277,112,71
141,400,53,69,290,112,73
141,450,46,64,290,112,73
