generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen,BestPreyFit,BestPredFit
3,2350,150,35,250,150,100,840,400
3,2400,147,44,250,150,100,870,420
3,2450,149,48,250,150,100,880,430
3,2500,149,49,250,150,100,910,440
3,2550,149,55,250,150,100,910,440
3,2600,149,59,250,150,100,940,450
3,2650,150,66,250,150,100,940,480
3,2700,149,66,250,150,100,940,490
3,2750,145,66,250,150,100,940,520
3,2800,135,70,250,150,100,940,540
3,2850,128,75,250,150,100,950,540
3,2900,128,77,250,150,100,950,540
3,2950,100,80,250,150,100,960,580
3,3000,79,79,250,150,100,970,600
4,0,100,50,250,100,50
4,0,100,50,250,100,50
4,50,102,52,250,102,52,40,30
4,100,102,64,250,108,64,70,70
4,150,112,77,250,113,77,90,100
4,200,100,95,250,118,95,100,140
4,250,76,100,250,118,100,130,150
4,300,64,100,250,118,100,160,170
4,350,57,100,250,118,100,180,190
4,400,41,100,250,118,100,190,200
4,450,40,99,250,118,100,190,200
4,500,33,97,250,118,100,200,210
4,550,28,92,250,118,100,200,210
4,600,26,86,250,118,100,220,210
4,650,26,81,250,118,100,220,210
4,700,23,75,250,118,100,230,210
4,750,21,66,250,118,100,230,210
4,800,18,64,250,118,100,230,230
4,850,13,51,250,118,100,230,230
4,900,11,44,250,118,100,230,230
4,950,8,38,250,118,100,230,230
4,1000,7,34,250,118,100,230,230
4,1050,4,30,250,118,100,230,230
4,1100,4,25,250,118,100,230,230
4,1150,2,16,250,118,100,240,230
4,1200,1,12,250,118,100,110,230
4,1250,1,9,250,118,100,120,220
4,1300,2,7,250,118,100,140,220
4,1350,3,7,250,118,100,170,220
4,1400,3,5,250,118,100,170,150
4,1450,3,4,250,118,100,180,150
4,1500,4,4,250,118,100,210,150
4,1550,5,4,250,118,100,240,150
4,1600,6,3,250,118,100,260,150
4,1650,5,3,250,118,100,270,150
4,1700,7,2,250,118,100,290,150
4,1750,9,2,250,118,100,300,150
4,1800,9,2,250,118,100,300,150
4,1850,10,2,250,118,100,330,150
4,1900,10,1,250,118,100,330,150
4,1950,10,0,250,118,100,330,0
4,2000,11,0,250,118,100,340,0
4,2050,14,0,250,118,100,360,0
4,2100,17,0,250,118,100,390,0
4,2150,19,0,250,118,100,420,0
4,2200,27,0,250,118,100,450,0
4,2250,27,0,250,118,100,450,0
4,2300,31,0,250,118,100,470,0
4,2350,34,0,250,118,100,480,0
4,2400,36,0,250,118,100,510,0
4,2450,37,0,250,118,100,510,0
4,2500,39,0,250,118,100,540,0
4,2550,41,0,250,118,100,560,0
4,2600,43,0,250,118,100,570,0
4,2650,42,0,250,118,100,570,0
4,2700,40,0,250,118,100,570,0
4,2750,41,0,250,118,100,570,0
4,2800,42,0,250,118,100,590,0
4,2850,43,0,250,118,100,610,0
4,2900,41,0,250,118,100,630,0
4,2950,38,0,250,118,100,640,0
4,3000,36,0,250,118,100,670,0
5,0,100,50,250,100,50
5,0,100,50,250,100,50
5,50,92,55,250,100,55,40,40
5,100,89,63,250,100,63,40,70
5,150,86,76,250,100,76,70,90
5,200,87,84,250,100,84,120,90
5,250,68,96,250,100,96,130,120
5,300,46,100,250,100,100,130,160
5,350,40,100,250,100,100,150,170
5,400,27,99,250,100,100,160,170
5,450,22,96,250,100,100,180,170
5,500,19,90,250,100,100,210,170
5,550,13,90,250,100,100,220,170
5,600,12,85,250,100,100,240,170
5,650,10,76,250,100,100,250,130
5,700,7,71,250,100,100,250,150
5,750,5,67,250,100,100,270,160
5,800,6,62,250,100,100,290,160
5,850,7,53,250,100,100,290,160
5,900,5,47,250,100,100,310,160
5,950,6,40,250,100,100,320,160
5,1000,7,33,250,100,100,340,160
5,1050,8,23,250,100,100,350,160
5,1100,8,20,250,100,100,370,150
5,1150,8,12,250,100,100,370,150
5,1200,8,12,250,100,100,380,150
5,1250,9,10,250,100,100,400,150
5,1300,11,9,250,100,100,410,150
5,1350,12,9,250,100,100,460,150
5,1400,12,9,250,100,100,460,150
5,1450,11,8,250,100,100,460,160
5,1500,10,7,250,100,100,460,160
5,1550,11,6,250,100,100,470,160
5,1600,11,5,250,100,100,490,170
5,1650,11,5,250,100,100,500,180
5,1700,12,4,250,100,100,520,180
5,1750,14,4,250,100,100,560,180
5,1800,19,4,250,100,100,580,180
5,1850,23,4,250,100,100,590,210
5,1900,27,4,250,100,100,590,210
5,1950,30,5,250,100,100,620,210
5,2000,35,5,250,100,100,620,210
5,2050,44,5,250,100,100,680,210
5,2100,55,5,250,100,100,680,210
5,2150,70,5,250,100,100,700,220
5,2200,91,5,250,100,100,710,220
5,2250,117,5,250,118,100,760,220
5,2300,150,5,250,150,100,770,220
5,2350,149,5,250,150,100,800,230
5,2400,150,6,250,150,100,820,260
5,2450,150,10,250,150,100,830,300
5,2500,149,15,250,150,100,860,340
5,2550,149,25,250,150,100,880,360
5,2600,149,36,250,150,100,890,410
5,2650,146,52,250,150,100,920,420
5,2700,150,62,250,150,100,970,420
5,2750,149,71,250,150,100,980,450
5,2800,147,82,250,150,100,1000,470
5,2850,146,96,250,150,100,1000,470
5,2900,142,100,250,150,100,1010,470
5,2950,141,100,250,150,100,1030,480
5,3000,123,100,250,150,100,1030,500
6,0,100,50,250,100,50
6,0,100,50,250,100,50
6,50,94,55,250,100,55,40,40
6,100,106,66,250,106,66,70,60
6,150,110,77,250,110,77,70,80
6,200,107,93,250,115,93,100,80
6,250,102,100,250,115,100,120,110
6,300,103,100,250,115,100,130,140
6,350,91,100,250,115,100,150,160
6,400,92,98,250,115,100,160,180
6,450,79,100,250,115,100,160,180
6,500,58,99,250,115,100,180,210
6,550,51,98,250,115,100,190,210
6,600,45,99,250,115,100,190,220
6,650,31,99,250,115,100,210,220
6,700,25,99,250,115,100,230,220
6,750,22,100,250,115,100,250,220
6,800,18,90,250,115,100,280,220
6,850,14,86,250,115,100,290,240
6,900,10,84,250,115,100,310,240
6,950,15,73,250,115,100,320,240
6,1000,20,64,250,115,100,350,240
6,1050,22,54,250,115,100,370,240
6,1100,27,49,250,115,100,380,240
6,1150,23,39,250,115,100,380,240
6,1200,26,37,250,115,100,410,250
6,1250,24,38,250,115,100,440,270
6,1300,27,33,250,115,100,460,280
6,1350,25,34,250,115,100,470,300
6,1400,25,33,250,115,100,470,300
6,1450,22,29,250,115,100,470,300
6,1500,19,28,250,115,100,490,300
6,1550,18,27,250,115,100,490,300
6,1600,16,29,250,115,100,520,300
6,1650,13,31,250,115,100,460,300
6,1700,14,30,250,115,100,480,310
6,1750,13,25,250,115,100,500,330
6,1800,15,23,250,115,100,510,330
6,1850,16,20,250,115,100,510,330
6,1900,16,17,250,115,100,510,330
6,1950,20,17,250,115,100,540,330
6,2000,24,15,250,115,100,560,330
6,2050,27,13,250,115,100,570,330
6,2100,31,10,250,115,100,600,330
6,2150,34,9,250,115,100,630,330
6,2200,40,6,250,115,100,650,300
6,2250,46,6,250,115,100,660,300
6,2300,55,6,250,115,100,680,300
6,2350,65,5,250,115,100,690,300
6,2400,82,6,250,115,100,720,300
6,2450,97,5,250,115,100,720,310
6,2500,123,5,250,123,100,750,330
6,2550,143,6,250,143,100,750,350
6,2600,150,8,250,150,100,750,360
6,2650,149,10,250,150,100,750,390
6,2700,150,14,250,150,100,750,410
6,2750,149,18,250,150,100,780,430
6,2800,150,23,250,150,100,780,450
6,2850,150,27,250,150,100,800,460
6,2900,149,33,250,150,100,810,460
6,2950,150,39,250,150,100,830,470
6,3000,149,45,250,150,100,840,510
7,0,100,50,250,100,50
7,0,100,50,250,100,50
7,50,88,53,250,100,53,40,30
7,100,97,61,250,102,61,60,50
7,150,98,73,250,103,73,90,70
7,200,78,89,250,103,89,100,80
7,250,66,100,250,103,100,130,110
7,300,65,100,250,103,100,130,120
7,350,64,99,250,103,100,160,120
7,400,59,99,250,103,100,180,140
7,450,54,98,250,103,100,180,140
7,500,53,97,250,103,100,190,140
7,550,45,100,250,103,100,210,140
7,600,40,94,250,103,100,220,150
7,650,34,93,250,103,100,240,150
7,700,28,90,250,103,100,240,160
7,750,25,85,250,103,100,220,180
7,800,25,80,250,103,100,200,180
7,850,29,75,250,103,100,250,180
7,900,30,71,250,103,100,260,180
7,950,25,66,250,103,100,260,180
7,1000,27,61,250,103,100,280,180
7,1050,26,53,250,103,100,290,180
7,1100,28,48,250,103,100,290,180
7,1150,30,42,250,103,100,320,180
7,1200,32,35,250,103,100,350,180
7,1250,33,31,250,103,100,350,190
7,1300,37,28,250,103,100,380,190
7,1350,39,26,250,103,100,350,200
7,1400,43,25,250,103,100,360,200
7,1450,46,27,250,103,100,370,230
7,1500,51,28,250,103,100,370,230
7,1550,62,28,250,103,100,400,240
7,1600,66,31,250,103,100,420,240
7,1650,77,33,250,103,100,450,240
7,1700,77,39,250,103,100,460,250
7,1750,78,44,250,103,100,480,260
7,1800,87,46,250,103,100,490,290
7,1850,89,50,250,103,100,520,290
7,1900,90,54,250,103,100,510,320
7,1950,80,62,250,103,100,540,340
7,2000,68,71,250,103,100,570,340
7,2050,61,81,250,103,100,580,350
7,2100,47,87,250,103,100,610,350
7,2150,36,89,250,103,100,630,350
7,2200,28,93,250,103,100,640,370
7,2250,27,91,250,103,100,640,380
7,2300,25,92,250,103,100,660,380
7,2350,17,90,250,103,100,670,420
7,2400,18,86,250,103,100,690,430
7,2450,21,83,250,103,100,720,430
7,2500,14,74,250,103,100,730,430
7,2550,15,66,250,103,100,730,430
7,2600,14,60,250,103,100,760,430
7,2650,14,54,250,103,100,780,430
7,2700,12,49,250,103,100,790,430
7,2750,8,43,250,103,100,810,430
7,2800,7,38,250,103,100,790,430
7,2850,6,29,250,103,100,790,340
7,2900,5,24,250,103,100,800,340
7,2950,6,20,250,103,100,820,340
7,3000,7,15,250,103,100,820,340
8,0,100,50,250,100,50
8,0,100,50,250,100,50
8,50,93,53,250,100,53,30,40
8,100,110,55,250,110,55,70,60
8,150,117,62,250,118,62,90,80
8,200,106,79,250,118,79,100,110
8,250,102,90,250,118,90,100,110
8,300,102,100,250,118,100,130,120
8,350,93,100,250,118,100,160,120
8,400,86,100,250,118,100,180,130
8,450,86,97,250,118,100,190,160
8,500,74,99,250,118,100,210,180
8,550,64,99,250,118,100,210,180
8,600,56,100,250,118,100,220,180
8,650,48,100,250,118,100,220,180
8,700,37,100,250,118,100,230,180
8,750,31,97,250,118,100,250,180
8,800,24,95,250,118,100,260,180
8,850,23,92,250,118,100,280,190
8,900,21,89,250,118,100,310,190
8,950,19,80,250,118,100,270,190
8,1000,17,77,250,118,100,280,200
8,1050,16,69,250,118,100,280,200
8,1100,15,60,250,118,100,310,200
8,1150,18,51,250,118,100,330,200
8,1200,16,46,250,118,100,340,200
8,1250,16,43,250,118,100,370,200
8,1300,19,38,250,118,100,400,210
8,1350,19,35,250,118,100,400,210
8,1400,24,29,250,118,100,430,210
8,1450,28,28,250,118,100,460,210
8,1500,31,28,250,118,100,490,210
8,1550,32,28,250,118,100,490,240
8,1600,32,30,250,118,100,490,240
8,1650,30,32,250,118,100,520,240
8,1700,31,28,250,118,100,520,240
8,1750,36,26,250,118,100,540,240
8,1800,36,29,250,118,100,550,260
8,1850,36,27,250,118,100,550,270
8,1900,36,29,250,118,100,550,270
8,1950,35,31,250,118,100,600,270
8,2000,35,32,250,118,100,610,270
8,2050,39,32,250,118,100,640,290
8,2100,47,32,250,118,100,670,290
8,2150,54,33,250,118,100,720,290
8,2200,58,33,250,118,100,730,290
8,2250,60,30,250,118,100,750,300
8,2300,70,32,250,118,100,780,300
8,2350,75,31,250,118,100,790,300
8,2400,84,29,250,118,100,790,300
8,2450,98,32,250,118,100,820,300
8,2500,113,37,250,118,100,850,300
8,2550,112,50,250,118,100,850,340
8,2600,120,63,250,125,100,870,350
8,2650,127,69,250,127,100,900,360
8,2700,145,77,250,146,100,930,360
8,2750,134,94,250,148,100,940,380
8,2800,114,100,250,148,100,970,410
8,2850,113,100,250,148,100,1000,420
8,2900,100,99,250,148,100,1030,450
8,2950,103,100,250,148,100,1050,450
8,3000,102,100,250,148,100,1080,450
9,0,100,50,250,100,50
9,0,100,50,250,100,50
9,50,91,51,250,100,51,40,40
9,100,98,57,250,100,57,60,50
9,150,104,74,250,111,74,70,60
9,200,86,86,250,111,86,90,80
9,250,69,97,250,111,97,100,90
9,300,60,99,250,111,100,100,110
9,350,49,100,250,111,100,100,110
9,400,35,100,250,111,100,120,130
9,450,26,100,250,111,100,140,130
9,500,19,98,250,111,100,140,150
9,550,20,93,250,111,100,170,160
9,600,12,88,250,111,100,170,160
9,650,11,79,250,111,100,160,160
9,700,12,72,250,111,100,190,160
9,750,12,63,250,111,100,190,160
9,800,11,53,250,111,100,210,160
9,850,10,45,250,111,100,210,160
9,900,11,42,250,111,100,210,160
9,950,11,32,250,111,100,220,180
9,1000,11,25,250,111,100,220,180
9,1050,11,20,250,111,100,230,180
9,1100,11,16,250,111,100,250,180
9,1150,10,13,250,111,100,260,190
9,1200,9,9,250,111,100,260,190
9,1250,10,6,250,111,100,260,190
9,1300,9,5,250,111,100,260,190
9,1350,10,4,250,111,100,290,190
9,1400,10,3,250,111,100,300,190
9,1450,10,3,250,111,100,300,190
9,1500,11,3,250,111,100,330,190
9,1550,11,2,250,111,100,330,190
9,1600,12,2,250,111,100,360,200
9,1650,13,2,250,111,100,360,200
9,1700,16,1,250,111,100,390,200
9,1750,16,2,250,111,100,390,230
9,1800,18,2,250,111,100,400,230
9,1850,21,2,250,111,100,420,230
9,1900,24,2,250,111,100,440,230
9,1950,27,2,250,111,100,450,230
9,2000,27,2,250,111,100,450,240
9,2050,30,2,250,111,100,480,240
9,2100,32,3,250,111,100,510,270
9,2150,38,3,250,111,100,530,270
9,2200,45,3,250,111,100,560,270
9,2250,53,4,250,111,100,570,290
9,2300,59,4,250,111,100,600,290
9,2350,68,4,250,111,100,620,290
9,2400,82,4,250,111,100,650,290
9,2450,90,4,250,111,100,660,300
9,2500,105,4,250,111,100,680,300
9,2550,122,5,250,122,100,690,320
9,2600,141,7,250,141,100,710,360
9,2650,150,9,250,150,100,710,390
9,2700,150,11,250,150,100,710,400
9,2750,150,13,250,150,100,710,410
9,2800,149,13,250,150,100,720,410
9,2850,150,14,250,150,100,710,450
9,2900,150,16,250,150,100,710,470
9,2950,149,17,250,150,100,740,500
9,3000,149,18,250,150,100,750,520
10,0,100,50,250,100,50
10,0,100,50,250,100,50
10,50,85,54,250,100,54,30,40
10,100,99,59,250,100,59,60,40
10,150,95,74,250,100,74,70,60
10,200,91,84,250,103,84,90,70
10,250,90,96,250,103,96,120,90
10,300,88,100,250,103,100,130,90
10,350,71,100,250,103,100,130,110
10,400,58,100,250,103,100,150,120
10,450,43,98,250,103,100,160,130
10,500,37,95,250,103,100,190,140
10,550,33,89,250,103,100,220,140
10,600,28,91,250,103,100,220,150
10,650,27,92,250,103,100,250,150
10,700,23,90,250,103,100,270,150
10,750,21,82,250,103,100,280,150
10,800,27,73,250,103,100,310,160
10,850,30,71,250,103,100,330,160
10,900,27,71,250,103,100,340,190
10,950,24,66,250,103,100,340,190
10,1000,25,62,250,103,100,360,190
10,1050,28,51,250,103,100,370,190
10,1100,29,46,250,103,100,400,190
10,1150,32,42,250,103,100,420,210
10,1200,39,34,250,103,100,430,210
10,1250,44,30,250,103,100,430,210
10,1300,51,29,250,103,100,450,210
10,1350,60,27,250,103,100,460,210
10,1400,56,27,250,103,100,480,240
10,1450,52,31,250,103,100,480,260
10,1500,50,36,250,103,100,490,270
10,1550,42,40,250,103,100,510,270
10,1600,37,43,250,103,100,510,270
10,1650,33,45,250,103,100,480,270
10,1700,33,46,250,103,100,480,270
10,1750,33,45,250,103,100,460,270
10,1800,31,43,250,103,100,460,270
10,1850,33,42,250,103,100,430,270
10,1900,33,40,250,103,100,460,270
10,1950,35,38,250,103,100,480,270
10,2000,38,35,250,103,100,520,270
10,2050,47,33,250,103,100,520,270
10,2100,51,33,250,103,100,540,300
10,2150,59,29,250,103,100,570,310
10,2200,64,32,250,103,100,600,350
10,2250,70,32,250,103,100,610,390
10,2300,85,36,250,103,100,640,420
10,2350,88,34,250,103,100,670,450
10,2400,88,39,250,103,100,660,490
10,2450,83,44,250,103,100,660,490
10,2500,72,54,250,103,100,670,500
10,2550,59,61,250,103,100,680,550
10,2600,51,69,250,103,100,710,560
10,2650,44,73,250,103,100,710,560
10,2700,42,77,250,103,100,710,570
10,2750,49,81,250,103,100,720,570
10,2800,45,83,250,103,100,730,570
10,2850,57,80,250,103,100,760,570
10,2900,66,80,250,103,100,780,570
10,2950,82,74,250,103,100,790,570
10,3000,87,78,250,103,100,810,570
11,0,100,50,250,100,50
11,0,100,50,250,100,50
11,50,86,55,250,100,55,40,60
11,100,88,62,250,100,62,60,70
11,150,88,72,250,100,72,70,80
11,200,86,81,250,100,81,100,80
11,250,79,92,250,100,92,130,110
11,300,61,99,250,100,100,130,140
11,350,58,100,250,100,100,160,150
11,400,43,100,250,100,100,180,150
11,450,41,98,250,100,100,190,150
11,500,40,98,250,100,100,210,150
11,550,40,90,250,100,100,210,150
11,600,36,86,250,100,100,220,150
11,650,30,83,250,100,100,220,150
11,700,27,79,250,100,100,220,150
11,750,22,73,250,100,100,240,150
11,800,18,64,250,100,100,270,140
11,850,12,57,250,100,100,200,150
11,900,10,47,250,100,100,200,150
11,950,7,40,250,100,100,180,150
11,1000,5,33,250,100,100,180,150
11,1050,5,27,250,100,100,180,150
11,1100,5,24,250,100,100,180,150
11,1150,5,23,250,100,100,180,150
11,1200,6,17,250,100,100,210,150
11,1250,4,12,250,100,100,210,150
11,1300,4,9,250,100,100,210,150
11,1350,5,7,250,100,100,230,150
11,1400,4,4,250,100,100,230,110
11,1450,3,2,250,100,100,230,100
11,1500,3,2,250,100,100,230,100
11,1550,3,2,250,100,100,230,100
11,1600,2,2,250,100,100,180,100
11,1650,2,2,250,100,100,180,100
11,1700,2,2,250,100,100,180,100
11,1750,0,1,250,100,100,0,100
11,1800,0,0,250,100,100,0,0
11,1850,0,0,250,100,100,0,0
11,1900,0,0,250,100,100,0,0
11,1950,0,0,250,100,100,0,0
11,2000,0,0,250,100,100,0,0
11,2050,0,0,250,100,100,0,0
11,2100,0,0,250,100,100,0,0
11,2150,0,0,250,100,100,0,0
11,2200,0,0,250,100,100,0,0
11,2250,0,0,250,100,100,0,0
11,2300,0,0,250,100,100,0,0
11,2350,0,0,250,100,100,0,0
11,2400,0,0,250,100,100,0,0
11,2450,0,0,250,100,100,0,0
11,2500,0,0,250,100,100,0,0
11,2550,0,0,250,100,100,0,0
11,2600,0,0,250,100,100,0,0
11,2650,0,0,250,100,100,0,0
11,2700,0,0,250,100,100,0,0
11,2750,0,0,250,100,100,0,0
11,2800,0,0,250,100,100,0,0
11,2850,0,0,250,100,100,0,0
11,2900,0,0,250,100,100,0,0
11,2950,0,0,250,100,100,0,0
11,3000,0,0,250,100,100,0,0
12,0,100,50,250,100,50
12,0,100,50,250,100,50
12,50,98,52,250,100,52,40,30
12,100,92,60,250,102,60,70,60
12,150,88,75,250,102,75,90,80
