generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen,BestPreyFit,BestPredFit
11,2700,10,92,250,150,100,880,460
11,2750,8,88,250,150,100,910,460
11,2800,5,83,250,150,100,940,460
11,2850,8,80,250,150,100,950,460
11,2900,9,72,250,150,100,950,460
11,2950,7,65,250,150,100,980,460
11,3000,8,53,250,150,100,1010,460
12,0,100,50,250,100,50
12,0,100,50,250,100,50
12,50,97,54,250,100,54,40,30
12,100,104,59,250,106,59,70,50
12,150,114,70,250,118,70,90,70
12,200,110,82,250,120,82,100,90
12,250,101,95,250,120,95,120,90
12,300,86,100,250,120,100,130,120
12,350,77,100,250,120,100,160,140
12,400,62,100,250,120,100,160,140
12,450,53,100,250,120,100,190,160
12,500,46,100,250,120,100,210,160
12,550,39,97,250,120,100,190,170
12,600,27,98,250,120,100,220,190
12,650,23,96,250,120,100,240,190
12,700,22,96,250,120,100,270,190
12,750,21,88,250,120,100,250,190
12,800,20,81,250,120,100,250,190
12,850,23,72,250,120,100,280,190
12,900,20,68,250,120,100,280,190
12,950,21,65,250,120,100,340,190
12,1000,23,54,250,120,100,360,190
12,1050,19,50,250,120,100,360,200
12,1100,15,44,250,120,100,370,210
12,1150,12,38,250,120,100,390,210
12,1200,9,32,250,120,100,400,230
12,1250,8,32,250,120,100,430,230
12,1300,6,32,250,120,100,420,250
12,1350,6,31,250,120,100,420,260
12,1400,6,30,250,120,100,450,260
12,1450,7,28,250,120,100,480,280
12,1500,4,26,250,120,100,510,290
12,1550,5,24,250,120,100,520,290
12,1600,5,19,250,120,100,520,310
12,1650,2,20,250,120,100,540,330
12,1700,1,16,250,120,100,460,340
12,1750,0,13,250,120,100,0,340
12,1800,0,13,250,120,100,0,340
12,1850,0,12,250,120,100,0,340
12,1900,0,10,250,120,100,0,340
12,1950,0,9,250,120,100,0,340
12,2000,0,9,250,120,100,0,340
12,2050,0,8,250,120,100,0,340
12,2100,0,5,250,120,100,0,290
12,2150,0,4,250,120,100,0,290
12,2200,0,1,250,120,100,0,290
12,2250,0,1,250,120,100,0,290
12,2300,0,1,250,120,100,0,290
12,2350,0,0,250,120,100,0,0
12,2400,0,0,250,120,100,0,0
12,2450,0,0,250,120,100,0,0
12,2500,0,0,250,120,100,0,0
12,2550,0,0,250,120,100,0,0
12,2600,0,0,250,120,100,0,0
12,2650,0,0,250,120,100,0,0
12,2700,0,0,250,120,100,0,0
12,2750,0,0,250,120,100,0,0
12,2800,0,0,250,120,100,0,0
12,2850,0,0,250,120,100,0,0
12,2900,0,0,250,120,100,0,0
12,2950,0,0,250,120,100,0,0
12,3000,0,0,250,120,100,0,0
13,0,100,50,250,100,50
13,0,100,50,250,100,50
13,50,91,52,250,100,52,40,30
13,100,99,58,250,101,58,70,60
13,150,86,75,250,101,75,100,90
13,200,73,90,250,101,90,120,120
13,250,71,95,250,101,96,130,120
13,300,75,99,250,101,100,160,120
13,350,64,100,250,101,100,180,120
13,400,50,100,250,101,100,190,130
13,450,44,99,250,101,100,210,140
13,500,31,98,250,101,100,220,150
13,550,25,97,250,101,100,250,150
13,600,22,94,250,101,100,270,150
13,650,14,91,250,101,100,220,150
13,700,12,83,250,101,100,250,150
13,750,10,80,250,101,100,280,150
13,800,8,71,250,101,100,270,170
13,850,8,59,250,101,100,270,170
13,900,8,52,250,101,100,280,170
13,950,8,46,250,101,100,310,170
13,1000,10,37,250,101,100,330,170
13,1050,13,30,250,101,100,360,170
13,1100,19,28,250,101,100,390,160
13,1150,22,24,250,101,100,400,160
13,1200,26,21,250,101,100,430,160
13,1250,30,18,250,101,100,450,160
13,1300,32,18,250,101,100,480,160
13,1350,36,19,250,101,100,490,160
13,1400,45,19,250,101,100,540,190
13,1450,47,21,250,101,100,540,190
13,1500,49,22,250,101,100,550,190
13,1550,51,25,250,101,100,580,190
13,1600,51,27,250,101,100,580,220
13,1650,50,30,250,101,100,610,240
13,1700,54,33,250,101,100,610,240
13,1750,50,38,250,101,100,610,250
13,1800,49,44,250,101,100,630,280
13,1850,42,52,250,101,100,660,290
13,1900,44,53,250,101,100,640,290
13,1950,47,55,250,101,100,700,290
13,2000,54,57,250,101,100,720,290
13,2050,68,59,250,101,100,730,300
13,2100,85,58,250,101,100,750,310
13,2150,95,55,250,101,100,760,310
13,2200,109,53,250,111,100,760,310
13,2250,111,56,250,111,100,780,310
13,2300,122,56,250,123,100,790,310
13,2350,116,61,250,124,100,790,340
13,2400,102,69,250,124,100,790,380
13,2450,92,80,250,124,100,820,390
13,2500,84,87,250,124,100,840,410
13,2550,54,96,250,124,100,850,420
13,2600,42,97,250,124,100,870,440
13,2650,38,95,250,124,100,870,460
13,2700,33,98,250,124,100,910,480
13,2750,30,99,250,124,100,940,480
13,2800,33,99,250,124,100,960,480
13,2850,33,98,250,124,100,990,510
13,2900,32,94,250,124,100,1020,520
13,2950,35,88,250,124,100,1030,520
13,3000,42,83,250,124,100,1050,520
14,0,100,50,250,100,50
14,0,100,50,250,100,50
14,50,99,53,250,100,53,40,40
14,100,108,64,250,110,64,70,50
14,150,111,80,250,120,80,100,60
14,200,117,96,250,120,96,120,80
14,250,103,100,250,120,100,130,90
14,300,85,100,250,120,100,150,100
14,350,71,100,250,120,100,180,120
14,400,56,100,250,120,100,190,150
14,450,39,100,250,120,100,220,160
14,500,35,100,250,120,100,220,160
14,550,28,96,250,120,100,220,160
14,600,16,99,250,120,100,210,170
14,650,12,94,250,120,100,220,190
14,700,10,92,250,120,100,270,200
14,750,8,89,250,120,100,180,200
14,800,9,81,250,120,100,210,200
14,850,10,64,250,120,100,240,200
14,900,8,55,250,120,100,250,200
14,950,10,45,250,120,100,270,200
14,1000,9,38,250,120,100,280,200
14,1050,8,31,250,120,100,280,200
14,1100,5,26,250,120,100,240,200
14,1150,6,22,250,120,100,270,200
14,1200,7,18,250,120,100,290,200
14,1250,10,14,250,120,100,330,200
14,1300,10,13,250,120,100,330,200
14,1350,12,10,250,120,100,360,200
14,1400,14,9,250,120,100,380,200
14,1450,16,7,250,120,100,390,190
14,1500,21,5,250,120,100,410,190
14,1550,23,6,250,120,100,420,210
14,1600,27,6,250,120,100,440,210
14,1650,25,8,250,120,100,450,240
14,1700,29,6,250,120,100,480,240
14,1750,31,5,250,120,100,500,240
14,1800,32,6,250,120,100,510,270
14,1850,38,6,250,120,100,540,270
14,1900,42,6,250,120,100,570,280
14,1950,46,6,250,120,100,590,280
14,2000,51,6,250,120,100,600,300
14,2050,62,8,250,120,100,620,320
14,2100,69,7,250,120,100,650,350
14,2150,78,10,250,120,100,650,380
14,2200,96,13,250,120,100,680,410
14,2250,108,15,250,120,100,690,410
14,2300,124,16,250,124,100,720,410
14,2350,144,18,250,144,100,750,410
14,2400,149,22,250,150,100,810,440
14,2450,150,29,250,150,100,830,450
14,2500,149,34,250,150,100,860,450
14,2550,150,40,250,150,100,890,460
14,2600,150,48,250,150,100,900,480
14,2650,149,56,250,150,100,900,480
14,2700,144,70,250,150,100,900,480
14,2750,128,85,250,150,100,920,520
14,2800,116,100,250,150,100,930,540
14,2850,92,100,250,150,100,960,560
14,2900,75,100,250,150,100,990,570
14,2950,73,99,250,150,100,990,570
14,3000,63,100,250,150,100,1010,570
15,0,100,50,250,100,50
15,0,100,50,250,100,50
15,50,93,52,250,100,52,30,40
15,100,92,58,250,101,58,60,50
15,150,86,70,250,101,70,100,60
15,200,85,80,250,101,80,120,80
15,250,64,98,250,101,98,160,100
15,300,50,100,250,101,100,130,110
15,350,40,100,250,101,100,160,140
15,400,31,98,250,101,100,190,140
15,450,25,100,250,101,100,210,140
15,500,25,97,250,101,100,220,140
15,550,21,96,250,101,100,240,140
15,600,19,93,250,101,100,270,140
15,650,26,91,250,101,100,300,140
15,700,24,87,250,101,100,310,140
15,750,23,79,250,101,100,330,140
15,800,18,78,250,101,100,340,140
15,850,19,70,250,101,100,370,140
15,900,15,64,250,101,100,390,140
15,950,14,60,250,101,100,400,150
15,1000,11,53,250,101,100,430,150
15,1050,12,46,250,101,100,460,160
15,1100,13,45,250,101,100,480,170
15,1150,14,38,250,101,100,490,170
15,1200,14,35,250,101,100,510,170
15,1250,16,32,250,101,100,520,170
15,1300,19,29,250,101,100,550,170
15,1350,18,29,250,101,100,570,180
15,1400,18,29,250,101,100,580,190
15,1450,18,30,250,101,100,610,210
15,1500,20,29,250,101,100,630,210
15,1550,25,25,250,101,100,610,210
15,1600,24,28,250,101,100,640,210
15,1650,30,25,250,101,100,670,210
15,1700,32,25,250,101,100,670,220
15,1750,42,26,250,101,100,700,240
15,1800,49,24,250,101,100,730,250
15,1850,51,26,250,101,100,750,270
15,1900,62,26,250,101,100,760,290
15,1950,65,31,250,101,100,790,330
15,2000,67,38,250,101,100,820,340
15,2050,70,43,250,101,100,850,360
15,2100,77,52,250,101,100,910,380
15,2150,81,59,250,101,100,930,390
15,2200,91,69,250,101,100,960,400
15,2250,78,81,250,101,100,940,400
15,2300,74,95,250,101,100,950,440
15,2350,74,100,250,101,100,950,460
15,2400,45,100,250,101,100,970,470
15,2450,41,100,250,101,100,990,470
15,2500,33,100,250,101,100,1000,470
15,2550,17,100,250,101,100,880,470
15,2600,12,100,250,101,100,900,470
15,2650,9,97,250,101,100,910,470
15,2700,4,92,250,101,100,860,460
15,2750,3,88,250,101,100,880,460
15,2800,4,85,250,101,100,890,460
15,2850,5,78,250,101,100,910,460
15,2900,7,70,250,101,100,940,460
15,2950,4,62,250,101,100,940,460
15,3000,4,54,250,101,100,950,460
16,0,100,50,250,100,50
16,0,100,50,250,100,50
16,50,98,51,250,100,51,30,30
16,100,115,61,250,115,61,70,40
16,150,129,75,250,130,75,70,60
16,200,150,90,250,150,90,120,80
16,250,148,100,250,150,100,130,110
16,300,143,100,250,150,100,160,120
16,350,145,100,250,150,100,180,150
16,400,140,100,250,150,100,190,170
16,450,138,100,250,150,100,210,170
16,500,122,100,250,150,100,250,170
16,550,130,100,250,150,100,270,170
16,600,119,100,250,150,100,270,190
16,650,109,100,250,150,100,280,190
16,700,97,100,250,150,100,330,190
16,750,89,100,250,150,100,340,210
16,800,90,100,250,150,100,360,210
16,850,85,100,250,150,100,370,230
16,900,83,100,250,150,100,400,260
16,950,89,100,250,150,100,420,270
16,1000,81,100,250,150,100,430,270
16,1050,74,100,250,150,100,450,270
16,1100,50,99,250,150,100,460,290
16,1150,42,100,250,150,100,450,310
16,1200,36,99,250,150,100,460,340
16,1250,33,98,250,150,100,480,370
16,1300,31,97,250,150,100,490,370
16,1350,29,96,250,150,100,510,380
16,1400,17,96,250,150,100,520,400
16,1450,12,92,250,150,100,540,400
16,1500,14,87,250,150,100,550,400
16,1550,14,82,250,150,100,530,400
16,1600,11,80,250,150,100,560,410
16,1650,11,73,250,150,100,560,410
16,1700,9,60,250,150,100,560,410
16,1750,9,52,250,150,100,560,410
16,1800,12,40,250,150,100,590,410
16,1850,10,31,250,150,100,610,410
16,1900,13,27,250,150,100,640,410
16,1950,13,26,250,150,100,680,410
16,2000,18,23,250,150,100,710,410
16,2050,18,22,250,150,100,710,400
16,2100,21,19,250,150,100,770,400
16,2150,25,17,250,150,100,770,400
16,2200,33,14,250,150,100,800,400
16,2250,37,14,250,150,100,820,370
16,2300,40,16,250,150,100,830,370
16,2350,44,18,250,150,100,850,330
16,2400,46,21,250,150,100,850,350
16,2450,49,25,250,150,100,880,360
16,2500,59,28,250,150,100,920,380
16,2550,72,27,250,150,100,950,390
16,2600,87,30,250,150,100,970,390
16,2650,100,32,250,150,100,980,390
16,2700,121,33,250,150,100,980,390
16,2750,149,40,250,150,100,1010,390
16,2800,150,44,250,150,100,1030,390
16,2850,149,47,250,150,100,1040,400
16,2900,149,53,250,150,100,1060,410
16,2950,145,59,250,150,100,1060,430
16,3000,142,66,250,150,100,1060,440
17,0,100,50,250,100,50
17,0,100,50,250,100,50
17,50,98,51,250,100,51,40,30
17,100,99,62,250,103,62,60,40
17,150,101,77,250,108,77,90,50
17,200,87,94,250,108,94,100,90
17,250,68,100,250,108,100,130,100
17,300,62,100,250,108,100,180,100
17,350,39,100,250,108,100,180,120
17,400,42,100,250,108,100,180,140
17,450,41,99,250,108,100,190,150
17,500,32,94,250,108,100,220,170
17,550,28,96,250,108,100,220,180
17,600,23,89,250,108,100,250,180
17,650,22,91,250,108,100,300,180
17,700,16,91,250,108,100,310,200
17,750,18,89,250,108,100,310,200
17,800,19,79,250,108,100,330,200
17,850,13,72,250,108,100,340,200
17,900,12,68,250,108,100,370,200
17,950,14,62,250,108,100,430,210
17,1000,12,55,250,108,100,450,210
17,1050,12,49,250,108,100,460,210
17,1100,8,45,250,108,100,310,210
17,1150,9,40,250,108,100,340,210
17,1200,9,37,250,108,100,340,210
17,1250,8,30,250,108,100,340,210
17,1300,8,24,250,108,100,340,210
17,1350,7,20,250,108,100,360,210
17,1400,6,16,250,108,100,370,210
17,1450,8,15,250,108,100,400,210
17,1500,10,13,250,108,100,420,210
17,1550,9,13,250,108,100,460,210
17,1600,12,9,250,108,100,480,140
17,1650,14,8,250,108,100,510,140
17,1700,15,8,250,108,100,510,140
17,1750,17,7,250,108,100,520,140
17,1800,23,6,250,108,100,540,140
17,1850,27,5,250,108,100,570,150
17,1900,31,4,250,108,100,570,150
17,1950,38,4,250,108,100,570,150
17,2000,46,4,250,108,100,580,150
17,2050,55,4,250,108,100,600,150
17,2100,65,4,250,108,100,610,150
17,2150,71,4,250,108,100,630,150
17,2200,80,3,250,108,100,660,150
17,2250,95,3,250,108,100,670,150
17,2300,115,2,250,115,100,700,140
17,2350,134,1,250,134,100,730,130
17,2400,150,1,250,150,100,750,130
17,2450,150,1,250,150,100,760,130
17,2500,150,1,250,150,100,790,140
17,2550,150,1,250,150,100,810,140
17,2600,150,1,250,150,100,820,140
17,2650,150,1,250,150,100,850,140
17,2700,150,1,250,150,100,870,140
17,2750,150,1,250,150,100,880,140
17,2800,150,1,250,150,100,900,140
17,2850,150,0,250,150,100,930,0
17,2900,150,0,250,150,100,940,0
17,2950,150,0,250,150,100,940,0
17,3000,150,0,250,150,100,960,0
18,0,100,50,250,100,50
18,0,100,50,250,100,50
18,50,109,51,250,109,51,40,30
18,100,127,61,250,128,61,70,60
18,150,150,71,250,150,71,70,70
18,200,139,92,250,150,92,100,90
18,250,131,100,250,150,100,130,130
18,300,121,100,250,150,100,160,130
18,350,116,100,250,150,100,180,140
18,400,112,100,250,150,100,210,170
18,450,108,100,250,150,100,220,180
18,500,103,100,250,150,100,250,190
18,550,68,100,250,150,100,250,190
18,600,56,100,250,150,100,250,210
18,650,54,100,250,150,100,300,240
18,700,35,99,250,150,100,310,240
18,750,20,100,250,150,100,270,270
18,800,15,98,250,150,100,280,280
18,850,8,98,250,150,100,300,280
18,900,7,96,250,150,100,270,280
18,950,2,94,250,150,100,270,290
18,1000,2,89,250,150,100,280,290
18,1050,0,81,250,150,100,0,290
18,1100,0,71,250,150,100,0,290
18,1150,0,59,250,150,100,0,290
18,1200,0,51,250,150,100,0,290
18,1250,0,40,250,150,100,0,290
18,1300,0,29,250,150,100,0,290
18,1350,0,21,250,150,100,0,290
18,1400,0,12,250,150,100,0,190
18,1450,0,9,250,150,100,0,190
18,1500,0,4,250,150,100,0,190
18,1550,0,3,250,150,100,0,190
18,1600,0,2,250,150,100,0,150
18,1650,0,2,250,150,100,0,150
18,1700,0,2,250,150,100,0,150
18,1750,0,1,250,150,100,0,150
18,1800,0,0,250,150,100,0,0
18,1850,0,0,250,150,100,0,0
18,1900,0,0,250,150,100,0,0
18,1950,0,0,250,150,100,0,0
18,2000,0,0,250,150,100,0,0
18,2050,0,0,250,150,100,0,0
18,2100,0,0,250,150,100,0,0
18,2150,0,0,250,150,100,0,0
18,2200,0,0,250,150,100,0,0
18,2250,0,0,250,150,100,0,0
18,2300,0,0,250,150,100,0,0
18,2350,0,0,250,150,100,0,0
18,2400,0,0,250,150,100,0,0
18,2450,0,0,250,150,100,0,0
18,2500,0,0,250,150,100,0,0
18,2550,0,0,250,150,100,0,0
18,2600,0,0,250,150,100,0,0
18,2650,0,0,250,150,100,0,0
18,2700,0,0,250,150,100,0,0
18,2750,0,0,250,150,100,0,0
18,2800,0,0,250,150,100,0,0
18,2850,0,0,250,150,100,0,0
18,2900,0,0,250,150,100,0,0
18,2950,0,0,250,150,100,0,0
18,3000,0,0,250,150,100,0,0
19,0,100,50,250,100,50
19,0,100,50,250,100,50
19,50,88,56,250,100,56,40,40
19,100,108,62,250,110,62,70,60
19,150,121,70,250,123,70,90,60
19,200,123,86,250,127,86,100,80
19,250,98,100,250,127,100,100,90
19,300,91,100,250,127,100,130,100
19,350,81,100,250,127,100,160,120
19,400,60,100,250,127,100,190,130
19,450,45,100,250,127,100,220,140
19,500,43,100,250,127,100,220,160
19,550,32,100,250,127,100,240,170
19,600,31,100,250,127,100,240,180
19,650,28,99,250,127,100,250,180
19,700,22,99,250,127,100,280,180
19,750,18,100,250,127,100,280,180
19,800,13,98,250,127,100,280,180
19,850,9,90,250,127,100,310,180
19,900,8,84,250,127,100,370,180
19,950,8,75,250,127,100,370,180
19,1000,5,66,250,127,100,370,190
19,1050,7,57,250,127,100,320,190
19,1100,7,51,250,127,100,340,190
19,1150,9,41,250,127,100,370,190
19,1200,3,29,250,127,100,380,200
19,1250,3,24,250,127,100,410,200
19,1300,4,19,250,127,100,430,200
19,1350,5,13,250,127,100,440,200
19,1400,7,12,250,127,100,470,200
19,1450,9,11,250,127,100,500,200
19,1500,12,9,250,127,100,520,200
19,1550,17,9,250,127,100,530,200
19,1600,19,8,250,127,100,560,200
19,1650,23,8,250,127,100,580,200
19,1700,23,9,250,127,100,510,200
19,1750,29,9,250,127,100,510,220
19,1800,35,9,250,127,100,520,230
19,1850,40,12,250,127,100,530,250
19,1900,40,13,250,127,100,530,270
19,1950,40,15,250,127,100,540,280
19,2000,42,17,250,127,100,570,300
19,2050,43,18,250,127,100,630,320
19,2100,42,20,250,127,100,650,330
19,2150,36,24,250,127,100,660,330
19,2200,26,28,250,127,100,660,350
19,2250,26,29,250,127,100,690,350
19,2300,28,29,250,127,100,720,350
19,2350,21,32,250,127,100,740,350
19,2400,18,34,250,127,100,740,350
19,2450,16,36,250,127,100,750,360
19,2500,18,35,250,127,100,770,360
19,2550,16,37,250,127,100,800,360
19,2600,18,34,250,127,100,840,360
19,2650,19,33,250,127,100,840,380
19,2700,24,32,250,127,100,900,380
19,2750,29,28,250,127,100,920,380
19,2800,34,29,250,127,100,930,380
19,2850,39,24,250,127,100,930,380
19,2900,49,22,250,127,100,960,380
19,2950,61,20,250,127,100,960,380
19,3000,74,16,250,127,100,980,380
20,0,100,50,250,100,50
20,0,100,50,250,100,50
20,50,103,52,250,103,52,40,40
20,100,116,61,250,118,61,70,70
20,150,128,73,250,128,73,90,80
20,200,142,90,250,142,90,120,90
20,250,146,100,250,149,100,130,100
20,300,129,100,250,149,100,150,120
20,350,117,100,250,149,100,150,140
20,400,104,100,250,149,100,180,170
20,450,97,100,250,149,100,190,180
20,500,75,100,250,149,100,220,180
20,550,60,100,250,149,100,250,180
20,600,53,100,250,149,100,270,180
20,650,44,99,250,149,100,280,190
20,700,41,97,250,149,100,310,200
20,750,34,98,250,149,100,340,210
20,800,28,96,250,149,100,360,210
20,850,24,88,250,149,100,370,210
20,900,22,84,250,149,100,430,210
20,950,22,73,250,149,100,430,210
20,1000,17,72,250,149,100,420,210
20,1050,18,68,250,149,100,430,210
20,1100,19,64,250,149,100,450,210
20,1150,14,57,250,149,100,460,210
20,1200,19,55,250,149,100,480,210
20,1250,19,52,250,149,100,430,210
20,1300,19,47,250,149,100,460,210
20,1350,21,47,250,149,100,490,220
20,1400,24,42,250,149,100,490,230
20,1450,23,45,250,149,100,490,230
20,1500,31,39,250,149,100,520,230
20,1550,36,36,250,149,100,540,240
20,1600,39,38,250,149,100,550,260
20,1650,49,41,250,149,100,570,260
20,1700,52,45,250,149,100,580,280
20,1750,52,49,250,149,100,630,280
20,1800,46,54,250,149,100,660,280
20,1850,44,59,250,149,100,660,300
20,1900,43,60,250,149,100,670,310
20,1950,44,64,250,149,100,700,330
20,2000,41,65,250,149,100,720,350
20,2050,42,70,250,149,100,750,350
20,2100,46,70,250,149,100,760,360
20,2150,44,75,250,149,100,780,390
20,2200,39,77,250,149,100,760,390
20,2250,45,74,250,149,100,750,390
20,2300,36,78,250,149,100,760,390
20,2350,27,79,250,149,100,780,390
20,2400,23,79,250,149,100,790,410
20,2450,23,75,250,149,100,810,410
20,2500,17,74,250,149,100,820,410
20,2550,21,71,250,149,100,850,410
20,2600,26,66,250,149,100,870,410
20,2650,30,61,250,149,100,900,410
20,2700,35,56,250,149,100,930,410
20,2750,42,52,250,149,100,960,410
20,2800,46,51,250,149,100,990,420
20,2850,47,51,250,149,100,1000,420
20,2900,35,56,250,149,100,1030,420
20,2950,28,60,250,149,100,1060,450
20,3000,32,62,250,149,100,1060,460
21,0,100,50,250,100,50
21,0,100,50,250,100,50
21,50,98,54,250,100,54,40,30
21,100,110,65,250,110,65,70,50
21,150,109,75,250,112,75,100,90
21,200,114,88,250,114,88,130,100
21,250,94,100,250,114,100,130,120
21,300,80,100,250,114,100,160,120
21,350,69,99,250,114,100,180,140
21,400,68,100,250,114,100,190,160
21,450,55,100,250,114,100,190,180
21,500,48,100,250,114,100,220,180
21,550,45,95,250,114,100,210,180
21,600,44,93,250,114,100,240,180
21,650,37,99,250,114,100,270,210
21,700,40,97,250,114,100,280,210
21,750,35,99,250,114,100,310,210
21,800,33,97,250,114,100,340,220
21,850,29,100,250,114,100,370,220
21,900,24,99,250,114,100,370,240
21,950,15,99,250,114,100,420,240
21,1000,10,91,250,114,100,420,240
21,1050,5,84,250,114,100,430,240
21,1100,3,78,250,114,100,310,240
21,1150,0,71,250,114,100,0,240
21,1200,0,66,250,114,100,0,240
21,1250,0,54,250,114,100,0,240
21,1300,0,42,250,114,100,0,240
21,1350,0,35,250,114,100,0,240
21,1400,0,27,250,114,100,0,230
21,1450,0,23,250,114,100,0,230
21,1500,0,19,250,114,100,0,230
21,1550,0,14,250,114,100,0,230
21,1600,0,12,250,114,100,0,230
21,1650,0,6,250,114,100,0,230
21,1700,0,3,250,114,100,0,150
21,1750,0,1,250,114,100,0,150
21,1800,0,0,250,114,100,0,0
21,1850,0,0,250,114,100,0,0
21,1900,0,0,250,114,100,0,0
21,1950,0,0,250,114,100,0,0
21,2000,0,0,250,114,100,0,0
21,2050,0,0,250,114,100,0,0
21,2100,0,0,250,114,100,0,0
21,2150,0,0,250,114,100,0,0
21,2200,0,0,250,114,100,0,0
21,2250,0,0,250,114,100,0,0
21,2300,0,0,250,114,100,0,0
21,2350,0,0,250,114,100,0,0
21,2400,0,0,250,114,100,0,0
21,2450,0,0,250,114,100,0,0
21,2500,0,0,250,114,100,0,0
21,2550,0,0,250,114,100,0,0
21,2600,0,0,250,114,100,0,0
21,2650,0,0,250,114,100,0,0
21,2700,0,0,250,114,100,0,0
21,2750,0,0,250,114,100,0,0
21,2800,0,0,250,114,100,0,0
21,2850,0,0,250,114,100,0,0
21,2900,0,0,250,114,100,0,0
21,2950,0,0,250,114,100,0,0
21,3000,0,0,250,114,100,0,0
22,0,100,50,250,100,50
22,0,100,50,250,100,50
22,50,105,55,250,105,55,40,40
22,100,138,59,250,138,59,70,50
22,150,147,71,250,150,71,100,90
22,200,147,86,250,150,86,120,100
22,250,136,100,250,150,100,150,100
22,300,125,100,250,150,100,160,130
22,350,120,100,250,150,100,180,140
22,400,109,100,250,150,100,160,170
22,450,77,100,250,150,100,190,180
22,500,66,100,250,150,100,210,190
22,550,51,100,250,150,100,220,190
22,600,41,100,250,150,100,250,210
22,650,28,99,250,150,100,250,210
22,700,22,100,250,150,100,270,210
22,750,13,98,250,150,100,280,220
22,800,13,92,250,150,100,310,220
22,850,14,89,250,150,100,340,220
22,900,7,85,250,150,100,340,220
22,950,8,76,250,150,100,340,220
22,1000,6,68,250,150,100,310,220
22,1050,6,66,250,150,100,250,220
22,1100,2,58,250,150,100,250,220
22,1150,3,49,250,150,100,260,220
22,1200,3,42,250,150,100,280,220
22,1250,4,39,250,150,100,290,210
22,1300,5,32,250,150,100,310,210
22,1350,2,29,250,150,100,320,190
22,1400,5,21,250,150,100,370,190
22,1450,7,13,250,150,100,380,190
22,1500,9,11,250,150,100,410,190
22,1550,13,10,250,150,100,440,190
22,1600,15,10,250,150,100,440,190
22,1650,20,10,250,150,100,490,200
22,1700,26,10,250,150,100,520,200
22,1750,34,9,250,150,100,530,200
22,1800,38,11,250,150,100,560,230
22,1850,45,14,250,150,100,590,230
22,1900,49,15,250,150,100,590,230
22,1950,60,16,250,150,100,620,230
22,2000,78,17,250,150,100,640,230
22,2050,80,19,250,150,100,670,240
22,2100,94,24,250,150,100,670,260
22,2150,96,28,250,150,100,680,270
22,2200,102,35,250,150,100,700,280
22,2250,112,45,250,150,100,700,310
22,2300,131,54,250,150,100,710,320
22,2350,144,63,250,150,100,740,320
22,2400,149,71,250,150,100,770,320
22,2450,148,76,250,150,100,790,340
22,2500,150,86,250,150,100,820,370
22,2550,137,100,250,150,100,830,420
22,2600,123,100,250,150,100,850,430
22,2650,116,100,250,150,100,880,430
22,2700,106,100,250,150,100,890,450
22,2750,88,100,250,150,100,910,460
22,2800,67,98,250,150,100,940,510
22,2850,60,98,250,150,100,970,520
22,2900,48,99,250,150,100,980,520
22,2950,46,100,250,150,100,1010,520
22,3000,45,100,250,150,100,1030,520
23,0,100,50,250,100,50
23,0,100,50,250,100,50
23,50,92,52,250,100,52,40,40
23,100,103,61,250,107,61,70,60
23,150,118,70,250,119,70,70,70
23,200,131,83,250,131,83,100,90
23,250,132,100,250,136,100,120,90
23,300,127,100,250,136,100,150,120
23,350,118,100,250,136,100,180,130
23,400,101,100,250,136,100,190,160
23,450,88,100,250,136,100,190,160
23,500,86,100,250,136,100,220,180
23,550,70,100,250,136,100,240,200
23,600,62,100,250,136,100,280,200
23,650,65,100,250,136,100,310,200
23,700,64,100,250,136,100,310,200
23,750,61,99,250,136,100,340,200
23,800,59,100,250,136,100,360,210
23,850,46,99,250,136,100,400,230
23,900,34,100,250,136,100,330,230
23,950,22,95,250,136,100,340,230
23,1000,22,95,250,136,100,370,230
23,1050,17,99,250,136,100,390,230
23,1100,10,92,250,136,100,390,230
23,1150,5,85,250,136,100,370,230
23,1200,3,77,250,136,100,350,230
23,1250,2,72,250,136,100,360,230
23,1300,1,65,250,136,100,270,230
23,1350,0,59,250,136,100,0,230
23,1400,0,52,250,136,100,0,230
23,1450,0,37,250,136,100,0,230
23,1500,0,26,250,136,100,0,230
23,1550,0,21,250,136,100,0,230
23,1600,0,20,250,136,100,0,230
23,1650,0,16,250,136,100,0,220
23,1700,0,13,250,136,100,0,220
23,1750,0,10,250,136,100,0,220
23,1800,0,5,250,136,100,0,220
23,1850,0,2,250,136,100,0,220
23,1900,0,0,250,136,100,0,0
23,1950,0,0,250,136,100,0,0
23,2000,0,0,250,136,100,0,0
23,2050,0,0,250,136,100,0,0
23,2100,0,0,250,136,100,0,0
23,2150,0,0,250,136,100,0,0
23,2200,0,0,250,136,100,0,0
23,2250,0,0,250,136,100,0,0
23,2300,0,0,250,136,100,0,0
23,2350,0,0,250,136,100,0,0
23,2400,0,0,250,136,100,0,0
23,2450,0,0,250,136,100,0,0
23,2500,0,0,250,136,100,0,0
23,2550,0,0,250,136,100,0,0
23,2600,0,0,250,136,100,0,0
23,2650,0,0,250,136,100,0,0
23,2700,0,0,250,136,100,0,0
23,2750,0,0,250,136,100,0,0
23,2800,0,0,250,136,100,0,0
23,2850,0,0,250,136,100,0,0
23,2900,0,0,250,136,100,0,0
23,2950,0,0,250,136,100,0,0
23,3000,0,0,250,136,100,0,0
